Preschool_Name,Preschool_Latitude,Preschool_Longitude,Distance_To_User_km
M.Y World @ Punggol Edge,1.3939656,103.9079285,11.650757275234827
M.Y World @ Sembawang Drive,1.4546179,103.8138653,1.2555522872849083
M.Y World @ Tampines Central,1.353674,103.9348178,16.596606494498012
M.Y World @ Tampines GreenWeave,1.3646063,103.9373717,16.13264661306399
M.Y World @ Tampines North,1.3592637,103.9490349,17.5450522228221
M.Y World @ Woodlands Circle,1.4448107,103.7990017,1.845142399522302
M.Y World @ Woodlands Glade,1.4495356,103.8023818,1.612018168601739
M.Y World @ Yishun Valley Spring,1.4292773,103.8509289,4.237323091229816
Macpherson Sheng Hong Childcare Centre,1.330112,103.8745603,14.208049033996154
MapleBear Gracefields Pte Ltd (One Tree Hill),1.3006242,103.8247579,15.914713140142245
MapleBear Jurong,1.3338254,103.7385576,14.894131247628595
MapleBear Jurong East (ICON@IBP),1.3280729,103.7493489,14.79005224190609
MapleBear Jurong Lakeside,1.327107,103.7248487,16.401597502096475
MapleBear Labrador,1.2781867,103.7964805,18.498461422039853
Marine Parade - Aspiration Child Care Centre,1.3260977,103.9282207,18.087701773889346
MBA Angels Pte Ltd (Cambridge @ Bukit Timah),1.3412,103.7700434,12.444219731825095
Metropolitan YMCA Singapore Child Care Development Centre,1.3707879,103.8533316,9.106475758162873
MindChamps Chinese PreSchool @ Tampines Central,1.352687,103.9429503,17.39080460025407
MindChamps Performing Arts PreSchool @ Changi Business Park,1.335372,103.9649552,20.500787267108702
MindChamps PreSchool @ Bedok,1.3235151,103.9206728,17.732110923880196
MindChamps PreSchool @ Boon Keng,1.3143354,103.8662505,15.423924476194031
MindChamps PreSchool @ Jurong West,1.3383463,103.6944039,17.830661618136908
MindChamps PreSchool @ Tampines Point,1.3526561,103.9424508,17.347615701375723
MindChamps PreSchool @ Tanglin,1.2972442,103.8149359,16.257706593248734
MindChamps PreSchool @ Zhongshan Park,1.3273891,103.8464987,13.35643534439719
Mini World Child Care & Development Centre Pte Ltd,1.325893,103.919809,17.470258266527683
Modern Montessori Preschool Centre (368 Bukit Batok St 31),1.3604524,103.7509045,11.696536106460593
Modern Montessori Preschool Centre (6 Bright Hill Dr),1.3555964,103.8322531,9.944084936572143
Modern Montessori Preschool Centre (750 Woodlands Ave 4),1.4444473,103.793813,2.41825460796893
MOE Kindergarten @ Ang Mo Kio,1.3693482,103.8398126,8.670306124482314
MOE Kindergarten @ Oasis,1.404285,103.9109661,11.466357979820167
Mulberry Learning Centre @ Tanjong Pagar Pte Ltd,1.2763368,103.8429097,18.829702580451848
My First School - Jalan Kayu,1.3919723,103.8727328,8.554498110449671
My First Skool (1 Bedok South Ave 1),1.3207767,103.9334234,18.915056840043277
My First Skool (1 Engku Aman Turn),1.3166488,103.8962716,16.713323516402443
My First Skool (1 Haig Road),1.3112329,103.8974801,17.294786214444116
My First Skool (10 Jurong West),1.3419366,103.7000871,17.092228248759554
My First Skool (106 Henderson Crescent),1.2896399,103.8222827,17.119517194080625
My First Skool (111 McNair Road),1.3213845,103.8582792,14.380570704901597
My First Skool (119 Edgefield Plains),1.3960542,103.9061164,11.364041867450476
My First Skool (120 Canberra Crescent),1.4452917,103.8311574,1.7474828866926555
My First Skool (126A Edgedale Plains),1.394191,103.911517,11.992373317730735
My First Skool (128 Geylang East Ave 1),1.3185969,103.887522,16.02383062335738
My First Skool (134 Potong Pasir Ave 3),1.3345316,103.8663194,13.36199302280346
My First Skool (135 Simei St 1),1.3477703,103.9572743,19.010840837373316
My First Skool (137 Jalan Bukit Merah),1.2781766,103.8270126,18.42194557179607
My First Skool (140 Serangoon North Ave 2),1.3683787,103.8747261,10.628451806777331
My First Skool (14A Toa Payoh Lor 7),1.336249,103.8583181,12.833717666695671
My First Skool (153 Bishan St 13),1.3461301,103.8547941,11.668121335126328
My First Skool (166 Punggol Central),1.395248,103.9156853,12.354928320022056
My First Skool (170 Hougang Ave 1),1.3514049,103.8893912,13.120381945813254
My First Skool (18 Marine Terrace),1.303337,103.914032,19.04205422437738
My First Skool (180B Boon Lay Drive),1.3479408,103.7091106,15.8989100084596
My First Skool (183 Edgefield Plains),1.3987347,103.9098909,11.606593692017412
My First Skool (187 Bedok North St 4),1.3308838,103.9398381,18.64341896625457
My First Skool (18A Holland Dr),1.3111044,103.7916518,14.95414353021774
My First Skool (19 Jalan Sultan),1.3035843,103.8622131,16.39498686314145
My First Skool (192 Toa Payoh Lor 4),1.3318376,103.8504374,13.00293308612224
My First Skool (197 Pasir Ris St 12),1.3664931,103.9606982,18.264237736008127
My First Skool (197D Boon Lay Drive),1.3435121,103.7137538,15.85972648201624
My First Skool (2 Punggol Drive),1.4071571,103.9043372,10.663411663433253
My First Skool (2 Tanjong Pagar Plaza),1.2752579,103.8425473,18.941679155775674
My First Skool (203D Compassvale Road),1.3872318,103.8955193,10.867958571374867
My First Skool (208 Choa Chu Kang Central),1.3814334,103.7482173,10.176961160383607
My First Skool (208B Punggol Place),1.4014429,103.9011935,10.604935542860781
My First Skool (209 Ang Mo Kio Ave 3),1.368981,103.8432282,8.834104702709864
My First Skool (209A Punggol Place),1.3994087,103.9007322,10.66092370342325
My First Skool (212 Chua Chu Kang Central),1.3825633,103.7470428,10.189443033048887
My First Skool (219 Serangoon Ave 4),1.3582621,103.8723266,11.382983751864325
My First Skool (219 Toa Payoh Lor 8),1.3427509,103.855829,12.059679384802156
My First Skool (229 Ang Mo Kio Ave 3),1.369412,103.8380669,8.60511662497163
My First Skool (230 Compassvale Walk),1.388803,103.9013931,11.31345275618649
My First Skool (235 Bukit Panjang Ring Road),1.3786307,103.7712641,8.728206676932675
My First Skool (236 Bishan St 22),1.3589239,103.8472149,10.036771141760658
My First Skool (245 Bishan St 22),1.3605536,103.8439526,9.743780680925315
My First Skool (248 Kim Keat Link),1.3314113,103.8559735,13.244162218426913
My First Skool (260 Bukit Batok East Ave 4),1.3509445,103.7589259,12.059115887439841
My First Skool (264 Serangoon Central),1.3520149,103.8721783,11.95858134930431
My First Skool (267A Punggol Field),1.4046753,103.8975497,10.084006457780282
My First Skool (269 Compassvale Link),1.3840123,103.8955651,11.081842898284025
My First Skool (291A Bukit Batok St 24),1.3432959,103.7558439,12.964278104195062
My First Skool (295A Compassvale Crescent),1.3982961,103.8990915,10.557535726754958
My First Skool (3 Gateway Drive),1.3344606,103.7431612,14.547194904300374
My First Skool (302B Anchorvale Link),1.3880541,103.8905523,10.36655670085525
My First Skool (303 Canberra Road),1.4447072,103.8223,0.7637446198399518
My First Skool (306 Serangoon Ave 2),1.3541304,103.8669804,11.460292881082227
My First Skool (306A Punggol Place),1.4059477,103.9059526,10.880668563144754
My First Skool (308C Anchorvale Rd),1.3896411,103.8864004,9.89136978890226
My First Skool (312C Sumang Link),1.4111341,103.9010473,10.161144284748183
My First Skool (314A Anchorvale Link),1.390977,103.88928,10.061236087985097
My First Skool (322D Sumang Walk),1.4099837,103.8962695,9.714474043801026
My First Skool (329 Ang Mo Kio Ave 3),1.3666153,103.8468517,9.225425998130811
My First Skool (331 Ang Mo Kio Ave 1),1.3619746,103.8508578,9.873716969528191
My First Skool (331 Sembawang Close),1.4475192,103.8167582,0.47193088560459767
My First Skool (332B Anchorvale Link),1.3951425,103.8915702,10.013776139023259
My First Skool (333 Kang Ching Road),1.3393899,103.7233893,15.454328281875256
My First Skool (341 Tampines St 33),1.3514719,103.9609511,19.127690709977415
My First Skool (343 Ang Mo Kio Ave 3),1.3683684,103.8491216,9.145237695647287
My First Skool (347 Woodlands Ave 3),1.43316,103.7816666,3.9359676288322913
My First Skool (375 Clementi Ave 4),1.318418,103.7666627,14.927309773577907
My First Skool (406 Woodlands St 41),1.4292669,103.7725602,5.031799716289396
My First Skool (409 Jurong West St 42),1.3540272,103.7255927,14.101773808257173
My First Skool (419 Bedok North St 1),1.3268292,103.9285133,18.051719039211708
My First Skool (423 Yishun Ave 11),1.42269,103.8481197,4.294353292542065
My First Skool (428 Clementi Ave 3),1.3125457,103.7631773,15.6770052276354
My First Skool (438 Bukit Batok West),1.3566058,103.7399762,12.799253775272307
My First Skool (443A Fajar Road),1.3814938,103.7696568,8.572303693582676
My First Skool (459 Jurong West St 41),1.3503547,103.7211172,14.742625621047663
My First Skool (487 Pasir Ris Dr 4),1.3746823,103.9601875,17.80441241540145
My First Skool (487C Tampines St 45),1.3611924,103.9576398,18.252733709501708
My First Skool (49 Whampoa South),1.3244464,103.8663995,14.38975925264457
My First Skool (491 Admiralty Link),1.4561222,103.8175959,1.427187928764787
My First Skool (50 Sengkang West Way),1.3930695,103.8738361,8.565739270450557
My First Skool (503 Bedok North St 3),1.3314957,103.9325798,18.006480328909408
My First Skool (505 Yung An Rd),1.3357489,103.7217417,15.879414002225811
My First Skool (507A Wellington Circle),1.4528781,103.8238793,1.3988814668595773
My First Skool (509B Yishun Ave 4),1.4139306,103.8400463,4.265385158251188
My First Skool (51 Fernvale Link),1.3948965,103.8787727,8.862818960557389
My First Skool (51 Havelock Rd),1.2896659,103.8278663,17.154999819509417
My First Skool (518 Jurong West St 52),1.3451385,103.7180005,15.397521624631036
My First Skool (52 Cassia Crescent),1.3107287,103.8851154,16.661704475473673
My First Skool (524C Pasir Ris St 51),1.3708851,103.9475655,16.747614970453213
My First Skool (528 Hougang Ave 6),1.3751473,103.8907015,11.290865664478686
My First Skool (54 Chin Swee Road),1.2875622,103.8409891,17.56340107949849
My First Skool (541 Ang Mo Kio Ave 10),1.3741096,103.8554674,8.896430074865382
My First Skool (55 Toa Payoh Lor 5),1.3373722,103.8510185,12.43721686698313
My First Skool (568 Pasir Ris St 51),1.3687305,103.9490061,17.003896798413418
My First Skool (571 Ang Mo Kio Ave 3),1.3701276,103.8552537,9.2714819901444
My First Skool (6 Segar Road),1.3867823,103.7726756,7.900412729821147
My First Skool (601 Ang Mo Kio Ave 5),1.3811808,103.8351887,7.260392546944214
My First Skool (602 Choa Chu Kang St 62),1.3978419,103.7445593,9.380103272126314
My First Skool (604 Sembawang Road),1.4420175,103.8250677,1.0704908340407353
My First Skool (612 Yishun St 61),1.420378,103.835239,3.372747444399989
My First Skool (613 Jurong West St 62),1.3397659,103.7006355,17.207287930056456
My First Skool (63 Telok Blangah Heights),1.2748311,103.8108943,18.756914723835308
My First Skool (637 Pasir Ris Dr 1),1.3769971,103.9404229,15.725847065351317
My First Skool (648C Jurong West St 61),1.3391186,103.6979624,17.47670573413273
My First Skool (654 Senja Road),1.3876981,103.7640826,8.43562816338468
My First Skool (656C Jurong West St 61),1.3360346,103.7000242,17.53769940886116
My First Skool (659A Punggol East),1.401229,103.9190892,12.430765678610658
My First Skool (66 Kallang Bahru Road),1.320674,103.8699549,14.932096378402179
My First Skool (667 Hougang Ave 4),1.3737947,103.8840869,10.864883477315308
My First Skool (676 Woodlands Drive 71),1.4397745,103.8008056,1.6886860282945881
My First Skool (677 Hougang Ave 8),1.3712815,103.8840723,11.06472691760293
My First Skool (678 Woodlands Ave 6),1.4399252,103.8013857,1.62206373031272
My First Skool (681A Jurong West Central 1),1.3443549,103.7051825,16.490213698974706
My First Skool (682B Edgedale Plains),1.403503,103.9157073,11.987523423723184
My First Skool (684A Choa Chu Kang Crescent),1.4039525,103.7468048,8.813563026367767
My First Skool (688C Woodlands Dr 75),1.4435715,103.8071192,0.9367031361537371
My First Skool (698C Jurong West Central 3),1.3407647,103.7075099,16.571167852658693
My First Skool (706 Hougang Ave 2),1.3658604,103.8890768,11.88492871024733
My First Skool (742 Woodlands Circle),1.4439226,103.7959526,2.178512494963235
My First Skool (756 Jurong West St 74),1.3491872,103.7005982,16.526862204012332
My First Skool (785E Woodlands Rise),1.447061,103.804872,1.252438691614882
My First Skool (796A Yishun Ring Road),1.419382,103.833009,3.306373003974139
My First Skool (803 Tampines Ave 4),1.3454846,103.9369189,17.340886079845156
My First Skool (817C Keat Hong Link),1.3766498,103.749401,10.451680134016526
My First Skool (82 Circuit Road),1.324675,103.8902664,15.60219912824297
My First Skool (82 Strathmore Ave),1.2947174,103.8087579,16.5557332929538
My First Skool (848 Woodlands St 82),1.4417383,103.7916358,2.6645615490252283
My First Skool (950 Hougang St 91),1.3756948,103.8787635,10.302915331492702
My First Skool (997 Buangkok Crescent),1.3848996,103.8813021,9.788782953546963
My First Skool (Guillemard Crescent),1.309142,103.8801794,16.57303209634957
My First Skool at 80 Marine Parade Road,1.3014702,103.9051552,18.66757460544545
My First Skool at Blk 101 Rivervale Walk,1.382678,103.899465,11.51915150840925
My First Skool at Blk 109 Canberra Walk,1.4482911,103.8297119,1.664176727368071
My First Skool at Blk 113 Alkaff Crescent,1.3347,103.8726727,13.658726377411304
My First Skool at Blk 153 Rivervale Crescent,1.3915398,103.9067691,11.668380379740587
My First Skool at Blk 161 Jalan Teck Whye (New Centre Opening Soon),1.380462,103.7569805,9.562413255972904
My First Skool at Blk 164 Rivervale Crescent,1.3891408,103.9075706,11.879263340177076
My First Skool at Blk 211 Jurong East St 21,1.3386675,103.740004,14.362179470154896
My First Skool at Blk 236 Toa Payoh,1.3405166,103.8524028,12.157115782697142
My First Skool at Blk 339 Clementi,1.3195385,103.7691523,14.712053723129692
My First Skool at Blk 383 Yishun,1.430958,103.8483235,3.89952569881008
My First Skool at Blk 451B Sengkang West Way,1.3945086,103.8746667,8.532852742697447
My First Skool at Blk 463 Clementi (New Centre Opening Soon),1.3109138,103.7677873,15.664620121164909
My First Skool at Blk 464 Yishun (New Centre Opening Soon),1.4267518,103.8505797,4.3145307880857775
My First Skool at Blk 487 Segar Rd,1.3892819,103.7711536,7.786656085672334
My First Skool at Blk 490D Choa Chu Kang (New Centre Opening Soon),1.3761609,103.7411571,11.151859759527344
My First Skool at Blk 627B Tampines,1.3641739,103.9396665,16.373208421196157
My First Skool at Blk 671A Jurong West St 65,1.3440302,103.7023256,16.751632885580754
My First Skool at Blk 85 Whampoa Drive,1.3228677,103.8565258,14.161109478398934
My Kid Growing Centre,1.3781696,103.7408752,11.026809241950362
My Kiddie Klubhouse Pte Ltd,1.3304189,103.9078462,16.224936132079957
My Learning Haven (Suntec),1.2948407,103.859846,17.243022594455564
My Little Gems Private Limited,1.3207005,103.9053991,16.913691410604415
My Little Kingdom @ West Coast,1.3159671,103.7579382,15.554981071688427
MY World (Bishan),1.346903,103.853575,11.538118705554323
MY World Preschool Ltd (Admiralty),1.444239,103.800888,1.6316150505372753
MY World Preschool Ltd (Anchorvale Parkview),1.3993648,103.8893349,9.555830807073459
MY World Preschool Ltd (Bidadari Alkaff Vista),1.3337131,103.870658,13.65403264034925
MY World Preschool Ltd (Boon Keng),1.3160612,103.8599191,14.999504930446319
MY World Preschool Ltd (Bukit Batok West Plains 1),1.3566999,103.7413303,12.693016234505635
MY World Preschool Ltd (Bukit Panjang),1.374784,103.773705,8.940529166409005
MY World Preschool Ltd (Compassvale Ancilla),1.3857299,103.892031,10.652905314721338
MY World Preschool Ltd (Kang Ching),1.3387942,103.7211084,15.672674522254928
MY World Preschool Ltd (Leng Kee),1.2885141,103.8134199,17.229927953128357
MY World Preschool Ltd (Matilda Court),1.4023022,103.8910754,9.561877672247718
MY World Preschool Ltd (McNair Towers),1.3210426,103.8595444,14.463413168253958
MY World Preschool Ltd (Pasir Ris),1.3731128,103.94621,16.496857206113557
MY World Preschool Ltd (Serangoon North),1.3737134,103.8760677,10.266282381872982
MY World Preschool Ltd (St. GeorgeÂs),1.3237114,103.8620306,14.282148243994412
MY World Preschool Ltd (Sun Natura),1.4465311,103.8132917,0.4242197786595952
MY World Preschool Ltd (Tampines Changkat),1.3465236,103.9464169,18.105461904670832
MY World Preschool Ltd (Tampines GreenView),1.3648904,103.9351934,15.91255962909401
MY World Preschool Ltd (Teban Gardens),1.32185,103.7374012,16.071395621556878
MY World Preschool Ltd (Telok Blangah Rise),1.2738911,103.8213529,18.865362688098188
MY World Preschool Ltd (Tenteram Peak),1.3277547,103.8611462,13.8276236556512
MY World Preschool Ltd (Tiong Bahru View),1.2866883,103.8289808,17.495197811396416
MY World Preschool Ltd (Upper Serangoon View),1.3780703,103.9042942,12.254877623089218
MY World Preschool Ltd (Waterway Sundew),1.4029986,103.916569,12.097287357842342
MY World Preschool Ltd (Yishun Fern Grove),1.4202518,103.8433902,4.029370762936727
MY World Preschool Ltd (Yishun Palm Breeze),1.4173687,103.8407591,4.033316365041078
New Life Childcare @ Junction 10,1.3804591,103.760176,9.324455355763968
Newton Kindergarten,1.3138597,103.8408075,14.681094597534663
Nobleland Arts N Learning Place @ Bishan Pte Ltd,1.3529733,103.8424717,10.496595219217431
Nobleland Arts N Learning Place @ Clementi Pte Ltd,1.3200222,103.7657123,14.80052869465916
Nobleland Arts N Learning Place @ Waterway Pte Ltd,1.4023387,103.9136339,11.823217329701512
NTUC Childcare - Jurong East,1.338017,103.739651,14.443807480893193
Nurtured Nest,1.330769,103.799465,12.656636829052264
NurtureStars @ SAFRA Choa Chu Kang,1.3882043,103.7470838,9.780339712079932
NurtureStars @ SAFRA Toa Payoh,1.3301931,103.8546837,13.32415844934777
NurtureStars Preschool (HQ),1.3024169,103.9056331,18.607168431708438
NurtureStars Pte Ltd (SAFRA Mount Faber),1.2773889,103.8176529,18.46686090866338
NurtureStars Pte Ltd (SAFRA Punggol),1.4102728,103.9061488,10.726027471305844
NurtureStars Pte Ltd (SAFRA Tampines),1.344724,103.941739,17.812966944291194
NurtureStars Pte Ltd (SAFRA Yishun Country Club),1.4238117,103.8406968,3.547725387796721
Odyssey The Global Preschool - Dempsey,1.3043656,103.8126844,15.468970848101662
Odyssey The Global Preschool Pte Ltd (Fourth Ave),1.3288999,103.7966232,12.910113353892509
Odyssey The Global Preschool Pte Ltd (Lloyd Road),1.2976792,103.8390146,16.417815476821357
Odyssey The Global Preschool Pte Ltd (Loyang Besar),1.3797783,103.9623099,17.78465493888383
Odyssey The Global Preschool Pte Ltd (Still Road),1.3069728,103.9094169,18.417259012413087
Odyssey The Global Preschool Pte Ltd (Wilkinson),1.302083,103.8875107,17.638081581113116
PAP Community Foundation - Blk 92 Jln Satu,1.3097796,103.8889201,16.954621599419163
PAP Community Foundation - Chua Chu Kang 786,1.3953765,103.7485825,9.164296003849978
PAP Community Foundation - Eunos 1,1.3327428,103.9125799,16.367489218390553
PAP Community Foundation - Eunos 2,1.333836,103.91809,16.688489942853995
PAP Community Foundation - Fengshan 1,1.3260291,103.9417283,19.163328175562153
PAP Community Foundation - Fengshan 4,1.3314442,103.936843,18.355693050820022
PAP Community Foundation - Keat Hong 2,1.3803806,103.7375917,11.147827104841099
PAP Community Foundation - Kebun Baru 1,1.3741306,103.8371297,8.072992211957837
PAP Community Foundation - Kebun Baru 2,1.3756592,103.8367389,7.897793949935169
PAP Community Foundation - Mountbatten 51,1.3083843,103.886194,16.948268058854573
PAP Community Foundation - Nee Soon Central 367,1.4295818,103.8449542,3.614673126171075
PAP Community Foundation - Nee Soon South 1,1.4255621,103.8297766,2.5416251905172356
PAP Community Foundation - Nee Soon South 2,1.4224762,103.8324501,2.9952286380511475
PAP Community Foundation - Pioneer 662B,1.3372099,103.7031172,17.19749126491766
PAP Community Foundation - Punggol East 1,1.3931388,103.9014913,11.071385044395523
PAP Community Foundation - Punggol East 2,1.3860551,103.902891,11.619245503923722
PAP Community Foundation - Siglap,1.320671,103.944743,19.815666098487238
PAP Community Foundation - Thomson-Toa Payoh 313,1.3517197,103.8374354,10.486406338052909
PAP Community Foundation - Ulu Pandan 24,1.3094967,103.7853269,15.269225070195626
PAP Community Foundation - Woodgrove 101,1.4357337,103.7816615,3.8630261624448683
PAP Community Foundation - Woodgrove 364,1.434079,103.786743,3.3669951336755766
PAP Community Foundation - Woodlands 1,1.4393016,103.8018685,1.5887810441181671
PAP Community Foundation - Woodlands 2,1.435649,103.790275,2.9399582960516466
PAP Community Foundation - Yew Tee,1.3950347,103.7459848,9.42201523290733
PAP Community Foundation (Kindergarten) - Cheng San Seletar,1.3721057,103.8479617,8.71338554647929
PAP Community Foundation (Zhenghua Branch),1.385034,103.7644651,8.6276295846794
PAP Community Foundation Block 144 (Kindergarten),1.3461032,103.8503716,11.496158411106054
PAP Community Foundation Boonlay Education Centre,1.3478373,103.7162558,15.32501113485655
PAP Community Foundation Changi Simei Education Centre,1.3457693,103.9542869,18.863791719626892
PAP Community Foundation Cheng San Education Centre,1.3743028,103.8526019,8.72295347226147
PAP Community Foundation Chong Pang education Centre,1.4467372,103.8212732,0.7340882037898153
PAP Community Foundation Education Centre PCF Yio Chu Kang,1.3697226,103.8430679,8.750608298150688
PAP Community Foundation Jurong Central Kindergarten,1.3501361,103.7230089,14.610902080090955
PAP Community Foundation Marine Parade Education Centre,1.3050607,103.9127434,18.802875413785223
PAP Community Foundation Pasir Ris East,1.3733697,103.9549572,17.34624683954725
PAP Community Foundation Tampines East,1.3518354,103.9527082,18.337438534185473
"PAP Community Foundation, Hong Kah North Education Centre",1.3602146,103.747508,11.952666840607044
PAP Foundation Woodlands Branch Sparkle Tots Childcare,1.4356443,103.7901059,2.95807672372429
Paya Lebar Methodist Church Covenant Kindergarten,1.3529941,103.8754448,12.062717882867522
PCF Admiralty Blk 501,1.4326896,103.7920933,2.8684521601665294
PCF Braddell Heights Blk 307,1.35455,103.866933,11.417243356859059
PCF Braddell Heights Blk 330,1.349836,103.8697168,12.02592299345982
PCF Bukit Panjang Blk 254,1.379626,103.7738229,8.478155917918011
PCF Changi Simei Blk 233,1.344297,103.9568283,19.189057875952525
PCF Chong Pang Blk 405,1.453301,103.81611,1.0969582235235928
PCF Hampton Pre-School,1.3480625,103.8524664,11.373201351123027
PCF Hong Kah North Blk 315,1.360416,103.7462352,12.025488071113745
PCF Hong Kah North Student Care Centre,1.3631549,103.7495082,11.558854132695334
PCF Jln Kayu Blk 556,1.3720525,103.8575887,9.212749093313247
PCF Kaki Bukit Blk 545,1.3298119,103.923618,17.435634783004485
PCF Kebun Baru Blk 112,1.371288,103.8356605,8.330000849892025
PCF Marsiling Blk 334,1.4309641,103.7815403,4.026945187528413
PCF Marsiling Block 302,1.4309767,103.7738308,4.839998442204811
PCF Nee Soon South Blk 794,1.420062,103.83206,3.183491607365795
Pcf Pasir Ris East Blk 426,1.3699424,103.9558351,17.607150363528746
PCF Paya Lebar Blk 936,1.3746383,103.8799232,10.476764135020156
PCF Punggol Central Blk 232,1.390601,103.9011524,11.184558648764893
PCF Punggol Central Blk 292B,1.3954816,103.8987495,10.6769710425477
PCF Punggol East Blk 122D,1.387092,103.905718,11.821573286644622
PCF Punggol East Blk 143,1.390138,103.905739,11.647564508160675
PCF Punggol North Blk 172C,1.3954368,103.9126111,12.038618849743296
PCF Radin Mas Blk 108,1.2734415,103.8254768,18.936517309626574
PCF Sembawang Blk 507D,1.451454,103.8228303,1.2031359600103166
PCF Sengkang Central Blk 262A,1.3954626,103.8951214,10.330660866540102
PCF Sengkang South Blk 441B,1.3911303,103.8750964,8.813037816690459
PCF SparkleTots - KY39,1.3207004,103.8665215,14.778908509507586
PCF Sparkletots @ Bishan East-Sin Ming Blk 409,1.3623242,103.8348997,9.274016689288073
PCF Sparkletots @ Brickland Blk 810,1.3740209,103.7462496,10.905964884032022
PCF Sparkletots @ BUKIT PANJANG Blk 422,1.3850879,103.7696203,8.257046023124575
PCF Sparkletots @ Cheng San-Seletar Blk 502,1.3758291,103.8498409,8.430565423479198
PCF Sparkletots @ Cheng San-Seletar Blk 533,1.3741984,103.8530114,8.754751296559304
PCF Sparkletots @ Chua Chu Kang Blk 3,1.3825242,103.7525406,9.744214601656868
PCF Sparkletots @ Hong Kah North Blk 338,1.3636169,103.7506124,11.441388197460697
PCF Sparkletots @ Hong Kah North Blk 345,1.3628539,103.750866,11.489679616178783
PCF Sparkletots @ Hong Kah North Blk 446,1.3501796,103.7391022,13.407991344661426
PCF Sparkletots @ Hong Kah North Blk 447,1.3527144,103.739845,13.13813561500323
PCF Sparkletots @ Jalan Kayu Blk 999,1.3845267,103.8798539,9.697132878209556
PCF Sparkletots @ Kampong Chai Chee Blk 409,1.3281186,103.9330246,18.303364781887854
PCF Sparkletots @ Kembangan-Chai Chee Blk 59,1.3248997,103.9202448,17.58508145132295
PCF Sparkletots @ Kolam Ayer Blk 26B,1.3224648,103.8624205,14.427058308302668
PCF Sparkletots @ Limbang Blk 543,1.3938834,103.7443261,9.64648418976027
PCF Sparkletots @ Nee Soon Central Blk 646,1.4221191,103.8376274,3.413557717778353
PCF Sparkletots @ Nee Soon Central Blk 723,1.426015,103.82975,2.500537539057938
PCF Sparkletots @ Nee Soon East Blk 223,1.4344383,103.8357373,2.458184242611018
PCF Sparkletots @ Nee Soon East Blk 367,1.4296961,103.8451619,3.6301937524791383
PCF Sparkletots @ Nee Soon Link Blk 408,1.4262799,103.8484821,4.129291136695851
PCF Sparkletots @ Punggol Coast Blk 326,1.4131328,103.8994913,9.921838466078668
PCF Sparkletots @ Sembawang Central Blk 115B,1.4462597,103.8294168,1.5732713616183502
PCF Sparkletots @ Sembawang Central Blk 309,1.4467567,103.8213318,0.7408186085728351
PCF Sparkletots @ Sembawang Central Blk 503C,1.4505841,103.8226676,1.1206216218502638
PCF Sparkletots @ Serangoon Blk 125,1.3665528,103.8723709,10.631030529523033
PCF Sparkletots @ Siglap Blk 170,1.3206577,103.9461681,19.931795941548252
PCF Sparkletots @ Tampines East Blk 262,1.3537767,103.9506103,18.023673057361634
PCF Sparkletots @ Teck Ghee Blk 227,1.3682723,103.8402243,8.798244329881092
PCF Sparkletots @ Teck Ghee Blk 319,1.3650738,103.8473951,9.406960480872801
PCF Sparkletots @ Yio Chu Kang Blk 644,1.3791821,103.8409446,7.6840186265142405
PCF Sparkletots @ Zhenghua Blk 550B,1.3899567,103.7672938,8.009510454845275
PCF Sparkletots Funhouse,1.3966143,103.8899336,9.772531877858732
PCF Sparkletots Preschool @ Admiralty Blk 581 (DS),1.4299743,103.7964053,2.6024037023825053
PCF Sparkletots Preschool @ Admiralty Blk 585 (CC),1.4293564,103.7954546,2.728372046885514
PCF Sparkletots Preschool @ Admiralty Blk 687B (DS),1.4418508,103.8075258,0.9090186871299423
PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 452 (DS),1.3786216,103.8963246,11.515182008782258
PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 535 (DS),1.3765439,103.8901954,11.145038847801075
PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 642 (CC),1.3716913,103.8800069,10.72464935046467
PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 937 (CC),1.3747697,103.8793727,10.424350610659943
PCF Sparkletots Preschool @ Ayer Rajah-Gek Poh Blk 275A (CC),1.352374,103.702189,16.166203058817462
PCF Sparkletots Preschool @ Ayer Rajah-Gek Poh Blk 276D (KN),1.3536146,103.7044599,15.88309853982942
PCF Sparkletots Preschool @ Ayer Rajah-Gek Poh Blk 41 (CC),1.3216011,103.7409092,15.887610978849834
PCF Sparkletots Preschool @ Ayer Rajah-Gek Poh Blk 748 (CC),1.3475751,103.7002942,16.66709415999425
PCF Sparkletots Preschool @ Ayer Rajah-Gek Poh Blk 750 (KN),1.3480056,103.6992901,16.722621029037697
PCF Sparkletots Preschool @ Bedok Blk 30 (DS),1.3241445,103.935457,18.80633859522672
PCF Sparkletots Preschool @ Bedok Reservoir-Punggol Blk 414 (DS),1.3751984,103.8962356,11.749672533157245
PCF Sparkletots Preschool @ Bedok Reservoir-Punggol Blk 470C (CC),1.3786031,103.9009412,11.92094047384797
PCF Sparkletots Preschool @ Bedok Reservoir-Punggol Blk 475C (DS),1.3754551,103.8999413,12.049140762154735
PCF Sparkletots Preschool @ Bedok Reservoir-Punggol Blk 508 (CC),1.3716359,103.8884552,11.377931571427768
