Preschool_Name,Distance_To_User_km_x,Average_Stars_x,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,fees_sc_nursery_x,fees_pr_nursery_x,curriculum_active_learning_x,curriculum_bilingual_curriculum_x,curriculum_child_directed_x,curriculum_chinese_curriculum_x,curriculum_early_years_development_framework_x,curriculum_english_curriculum_x,curriculum_ib_pyp_x,curriculum_inquiry_based_x,curriculum_integrated_curriculum_x,curriculum_montessori_x,curriculum_moe_x,curriculum_nurturing_early_learners_curriculum_x,curriculum_play_based_curriculum_x,curriculum_project_based_x,curriculum_reggio_emilia_approach_x,curriculum_spark_certified_curriculum_x,curriculum_thematic_x,curriculum_isteam_x,programme_aesthetics_&_creative_expression_x,programme_chinese_x,programme_digital_skills_x,programme_discovery_of_the_word_x,programme_english_x,programme_language_and_literacy_x,programme_math_x,programme_moral_education_x,programme_motor_skill_development_x,programme_music_x,programme_nature_x,programme_numeracy_x,programme_problem-solving_skills_x,programme_project_work_x,programme_science_x,programme_sensory_play_x,programme_social_&_emotional_development_x,programme_speech_and_drama_x,programme_sports_x,Cosine_Similarity,Euclidean_Distance,Manhattan_Distance,Preschool_Latitude,Preschool_Longitude,Distance_To_User_km_y,Within_Distance_Constraint,Monday_Start_Number,Monday_End_Number,Tuesday_Start_Number,Tuesday_End_Number,Wednesday_Start_Number,Wednesday_End_Number,Thursday_Start_Number,Thursday_End_Number,Friday_Start_Number,Friday_End_Number,Saturday_Start_Number,Saturday_End_Number,Sunday_Start_Number,Sunday_End_Number,Monday_Open,Monday_Close,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Sunday_Open,Sunday_Close,Within_Opening_Hours_Constraint,Location_Type,Address,Opening_Hours,Preschool_Website,Google_Website,Update_Time,Stars,Average_Stars_y,Sunday_Start,Sunday_End,Monday_Start,Monday_End,Tuesday_Start,Tuesday_End,Wednesday_Start,Wednesday_End,Thursday_Start,Thursday_End,Friday_Start,Friday_End,Saturday_Start,Saturday_End,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,fees_link,fees_sc_infant_care,fees_sc_playgroup,fees_sc_nursery_y,fees_sc_kindergarten,fees_pr_infant_care,fees_pr_playgroup,fees_pr_nursery_y,fees_pr_kindergarten,Within_Fees_Constraint,txt_file_opened,found_curriculum,curriculum_active_learning_y,curriculum_bilingual_curriculum_y,curriculum_child_directed_y,curriculum_chinese_curriculum_y,curriculum_early_years_development_framework_y,curriculum_english_curriculum_y,curriculum_ib_pyp_y,curriculum_inquiry_based_y,curriculum_integrated_curriculum_y,curriculum_montessori_y,curriculum_moe_y,curriculum_nurturing_early_learners_curriculum_y,curriculum_play_based_curriculum_y,curriculum_project_based_y,curriculum_reggio_emilia_approach_y,curriculum_spark_certified_curriculum_y,curriculum_thematic_y,curriculum_isteam_y,found_programme,programme_aesthetics_&_creative_expression_y,programme_chinese_y,programme_digital_skills_y,programme_discovery_of_the_word_y,programme_english_y,programme_language_and_literacy_y,programme_math_y,programme_moral_education_y,programme_motor_skill_development_y,programme_music_y,programme_nature_y,programme_numeracy_y,programme_problem-solving_skills_y,programme_project_work_y,programme_science_y,programme_sensory_play_y,programme_social_&_emotional_development_y,programme_speech_and_drama_y,programme_sports_y,found_levels,levels_infant_care,levels_playgroup,levels_nursery,levels_kindergarten,Within_Levels_Constraint,user_level
Wat Patthar Educare Centre,0.21387265252183002,1.0,,0.4679166666666667,,,,0.4679166666666667,0.46769242724482263,0.072072072072072,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,1.4361557,103.7978181,2.131002480639408,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100.0,100.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,School,"Blk 664 Woodlands Ring Rd, Singapore 730664 ","Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm",http://www.wpecc.info/,"https://www.google.com/maps/place/Wat+Patthar+Educare+Centre/@1.4361557,103.7978181,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13a1dcf8cafd:0xd0d0f44852c01b49!8m2!3d1.4361557!4d103.7978181!16s%2Fg%2F1tdzchgw?entry=ttu",2024-04-12 05:54:55.523283,"5, 5, 5",5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,,0.4679166666666667,,,,0.4679166666666667,https://preschooler.sg/profile/1919/WAT-PATTHAR-EDUCARE-CENTRE,,800.0,800.0,800.0,,800.0,800.0,800.0,1.0,"https___www_wpecc_info_newsfeatures_h_is3hspyflmbh, https___www_wpecc_info_learning_resources_h_ki78xukwfvcj, https___www_wpecc_info_downloads_h_804nbdh2ash2, https___www_wpecc_info_learning_resources_h_xplyymh4b8uf, https___www_wpecc_info_newsfeatures_h_4w9vt0hd666i, https___www_wpecc_info_learning_resources_h_ikrefdh0t85y, https___www_wpecc_info_home, https___www_wpecc_info_testimonials_h_5y4d1mg8prew, https___www_wpecc_info_annoucement_h_14bs5syjnvy, https___www_wpecc_info_learning_resources, https___www_wpecc_info_learning_resources_h_d3ofisy9tyrp, https___www_wpecc_info_downloads_h_cl8sp6yc1ct4, https___www_wpecc_info_learning_resources_h_lfuvf8r79ep7, https___www_wpecc_info_home_h_s1xnt0rvi2xx, https___www_wpecc_info_home_h_4j7gez9zit7x, https___www_wpecc_info_learning_resources_h_cl8sp6yc1ct4, https___www_wpecc_info_newsfeatures, https___www_wpecc_info_home_h_5y4d1mg8prew, https___www_wpecc_info_annoucement_h_5y4d1mg8prew, https___www_wpecc_info_learning_resources_h_diuc1e31fwq6, https___www_wpecc_info_contact_us_h_cl8sp6yc1ct4, https___www_wpecc_info_downloads_h_5c4tcblfa3iw, https___www_wpecc_info__h_5y4d1mg8prew, https___www_wpecc_info_downloads, https___www_wpecc_info_home_h_cl8sp6yc1ct4, https___www_wpecc_info_contact_us_h_zf0gymd1blme, https___www_wpecc_info_learning_resources_h_ezui2ni8mkf5, https___www_wpecc_info_home_h_xvk4serbx6un, https___www_wpecc_info_downloads_h_m86jj2hil90k, https___www_wpecc_info_learning_resources_h_583ptpy6cnws, https___www_wpecc_info_newsfeatures_h_bkl79fnoob98, https___www_wpecc_info_home_h_gyg4g0ywpyvo, https___www_wpecc_info_learning_resources_h_qaqhw3nkv3ky, https___www_wpecc_info_home_h_1fefsdpiyxyc, https___www_wpecc_info_home_h_i9i70ooi8jsj, https___www_wpecc_info_newsfeatures_h_8kvsza6v3jy5, https___www_wpecc_info_home_h_ww1cuqcqlxxf, https___www_wpecc_info_learning_resources_h_dvh2pcqrvnj6, https___www_wpecc_info_contact_us_h_5y4d1mg8prew, https___www_wpecc_info_newsfeatures_h_layer4odsss1, https___www_wpecc_info_learning_resources_h_ehdg6d2k7v6, https___www_wpecc_info_learning_resources_h_ubi6kpw7rpx8, https___www_wpecc_info_downloads_h_5y4d1mg8prew, https___www_wpecc_info_annoucement, https___www_wpecc_info_learning_resources_h_o13ie639ui80, https___www_wpecc_info_annoucement_h_cl8sp6yc1ct4, https___www_wpecc_info__h_14bs5syjnvy, https___www_wpecc_info_learning_resources_h_c9luvmz0nudc, https___www_wpecc_info_newsfeatures_h_t49nxciqr28h, https___www_wpecc_info_learning_resources_h_u6wby8z2sgvn, https___www_wpecc_info_learning_resources_h_u74syyccgw1z, https___www_wpecc_info_newsfeatures_h_cl8sp6yc1ct4, https___www_wpecc_info__h_cl8sp6yc1ct4, https___www_wpecc_info_contact_us_h_jtqpd2b6i25m, https___www_wpecc_info_testimonials_h_cl8sp6yc1ct4, https___www_wpecc_info_learning_resources_h_m3t2zqjih8vr, https___www_wpecc_info_testimonials, https___www_wpecc_info_newsfeatures_h_5y4d1mg8prew, https___www_wpecc_info_learning_resources_h_2d2thawbfb0t, https___www_wpecc_info_contact_us, https___www_wpecc_info_home_h_a7xqtxec8ajt, https___www_wpecc_info_learning_resources_h_5y4d1mg8prew, https___www_wpecc_info_learning_resources_h_8ionvitcbdif","['chinese_curriculum', 'early_years_development_framework', 'integrated_curriculum', 'moe', 'nurturing_early_learners_curriculum', 'spark_certified_curriculum', 'thematic']",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,"['aesthetics & creative expression', 'discovery of the word', 'english', 'language and literacy', 'math', 'problem-solving skills', 'project work', 'science']",1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"['playgroup', 'nursery', 'kindergarten']",0.0,1.0,1.0,1.0,1.0,3
PPS Yishun,0.40662417650227695,0.9375,0.5117857142857143,0.399375,,,,0.4368452380952381,0.3806581963709834,0.05189189189189192,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.8024997028525768,2.7049269136341825,7.973864744558275,1.42566,103.8473517,4.0515063675766845,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100.0,100.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Day care center,"411 Yishun Ring Rd, #01-1807, Singapore 760411 ","Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm",https://presbypreschool.sg/,"https://www.google.com/maps/place/PCS+Grow+%26+Glow+@+Yishun+Childcare+Centre/@1.42566,103.8473517,17z/data=!3m1!4b1!4m6!3m5!1s0x31da144234c702a7:0x1c753ce68653a43c!8m2!3d1.42566!4d103.8473517!16s%2Fg%2F1ptxchr_s?entry=ttu",2024-04-12 04:25:22.128093,"5, 5, 5, 4",4.75,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,0.5117857142857143,0.399375,,,,0.4368452380952381,https://skoolopedia.com/app/childcare/presbyterian-community-services/pcs-woodlands-centre-730023,1388.85,777.6,777.6,777.6,1388.85,777.6,777.6,777.6,1.0,"https___www_presbypreschool_edu_sg_careers, https___www_presbypreschool_edu_sg_newsletters, https___www_presbypreschool_edu_sg_news, https___www_presbypreschool_edu_sg_post_theunremarkableworkofesp, https___www_presbypreschool_edu_sg_, https___www_presbypreschool_edu_sg_archive2023about, https___www_presbypreschool_edu_sg_people, https___www_presbypreschool_edu_sg_programme, https___www_presbypreschool_edu_sg_connect, https___www_presbypreschool_edu_sg_centres, https___www_presbypreschool_edu_sg_about","['chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'integrated_curriculum', 'moe', 'spark_certified_curriculum', 'thematic']",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'music', 'project work', 'science', 'social & emotional development']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,"['infant_care', 'playgroup', 'nursery', 'kindergarten']",1.0,1.0,1.0,1.0,1.0,3
My First Skool (848 Woodlands St 82),0.26742335047379584,1.0,,0.91,,,,0.91,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7872377379881619,3.0777473543902203,10.329245283725523,1.4417383,103.7916358,2.6645615490252283,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100.0,100.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"848 Woodlands Street 82, #01-195, Singapore 730848 ","Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm",https://www.myfirstskool.com/?utm_medium=visit-website&utm_source=GMB-WCC&utm_campaign=Google&utm_term=website-button&utm_content=GMB,"https://www.google.com/maps/place/My+First+Skool+at+Blk+848+Woodlands/@1.4417383,103.7916358,17z/data=!3m1!4b1!4m6!3m5!1s0x31da130977c5bd21:0x290befcfa1494151!8m2!3d1.4417383!4d103.7916358!16s%2Fg%2F1ptz53ypf?entry=ttu",2024-04-12 01:44:36.094282,5,5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,,0.91,,,,0.91,https://www.myfirstskool.com/fees-perks/fees/infant-fees/,1346.15,741.2,741.2,741.2,1737.18,981.0,981.0,981.0,1.0,"https___www_myfirstskool_com_our_approach_curriculum, https___www_myfirstskool_com_preschools_in_punggol, https___www_myfirstskool_com_fees_perks_promotion_, https___www_myfirstskool_com_our_approach_curriculum_, https___www_myfirstskool_com_our_centres_find_a_centre, https___www_myfirstskool_com_preschools_in_jurong, https___www_myfirstskool_com_about_us, https___www_myfirstskool_com_fees_perks, https___www_myfirstskool_com_for_parents_resources_, https___www_myfirstskool_com_about_us_awards_, https___www_myfirstskool_com_for_parents_, https___www_myfirstskool_com_our_approach_programmes_, https___www_myfirstskool_com__main, https___www_myfirstskool_com_our_centres_experience, https___www_myfirstskool_com_for_parents_calendar_, https___www_myfirstskool_com_preschools_in_ang_mo_kio, https___www_myfirstskool_com_preschools_in_toa_payoh, https___www_myfirstskool_com_our_approach_, https___www_myfirstskool_com_about_us_vision_mission_, https___www_myfirstskool_com__main_container, https___www_myfirstskool_com_about_us_news_media_, https___www_myfirstskool_com_our_approach_programmes, https___www_myfirstskool_com_teach_with_us, https___www_myfirstskool_com_register, https___www_myfirstskool_com_fees_perks_fees_, https___www_myfirstskool_com_faq, https___www_myfirstskool_com_teach_with_us_, https___www_myfirstskool_com_, https___www_myfirstskool_com_our_centres_experience_, https___www_myfirstskool_com_about_us_, https___www_myfirstskool_com_about_us_my_first_skool_, https___www_myfirstskool_com_for_parents_articles_, https___www_myfirstskool_com_our_centres_, https___www_myfirstskool_com_fees_perks_, https___www_myfirstskool_com_our_centres_find_a_centre_, https___www_myfirstskool_com_preschools_in_sengkang, https___www_myfirstskool_com_privacy_policy_","['chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'integrated_curriculum', 'moe', 'nurturing_early_learners_curriculum', 'spark_certified_curriculum', 'thematic']",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'project work', 'science', 'social & emotional development']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,"['infant_care', 'playgroup', 'nursery', 'kindergarten']",1.0,1.0,1.0,1.0,1.0,3
My First Skool (303 Canberra Road),0.07664770955979155,1.0,0.3833333333333333,0.7,,,,0.5416666666666666,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7845518268342031,3.0502233719039538,10.217919528735596,1.4447072,103.8223,0.7637446198399518,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100.0,100.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"303 Canberra Rd, #01-29 Block 303, Singapore 750303 ","Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm",https://www.myfirstskool.com/?utm_medium=visit-website&utm_source=GMB-CRC&utm_campaign=Google&utm_term=website-button&utm_content=GMB,"https://www.google.com/maps/place/My+First+Skool+at+Blk+303+Canberra+Road/@1.4447072,103.8223,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1527e82e65df:0xda98d6e7fdd49d3!8m2!3d1.4447072!4d103.8223!16s%2Fg%2F11l83llpy0?entry=ttu",2024-04-12 01:17:37.778662,"5, 5",5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,0.3833333333333333,0.7,,,,0.5416666666666666,https://www.myfirstskool.com/fees-perks/fees/infant-fees/,1346.15,741.2,741.2,741.2,1737.18,981.0,981.0,981.0,1.0,"https___www_myfirstskool_com_our_approach_curriculum, https___www_myfirstskool_com_preschools_in_punggol, https___www_myfirstskool_com_fees_perks_promotion_, https___www_myfirstskool_com_our_approach_curriculum_, https___www_myfirstskool_com_our_centres_find_a_centre, https___www_myfirstskool_com_preschools_in_jurong, https___www_myfirstskool_com_about_us, https___www_myfirstskool_com_fees_perks, https___www_myfirstskool_com_for_parents_resources_, https___www_myfirstskool_com_about_us_awards_, https___www_myfirstskool_com_for_parents_, https___www_myfirstskool_com_our_approach_programmes_, https___www_myfirstskool_com__main, https___www_myfirstskool_com_our_centres_experience, https___www_myfirstskool_com_for_parents_calendar_, https___www_myfirstskool_com_preschools_in_ang_mo_kio, https___www_myfirstskool_com_preschools_in_toa_payoh, https___www_myfirstskool_com_our_approach_, https___www_myfirstskool_com_about_us_vision_mission_, https___www_myfirstskool_com__main_container, https___www_myfirstskool_com_about_us_news_media_, https___www_myfirstskool_com_our_approach_programmes, https___www_myfirstskool_com_teach_with_us, https___www_myfirstskool_com_register, https___www_myfirstskool_com_fees_perks_fees_, https___www_myfirstskool_com_faq, https___www_myfirstskool_com_teach_with_us_, https___www_myfirstskool_com_, https___www_myfirstskool_com_our_centres_experience_, https___www_myfirstskool_com_about_us_, https___www_myfirstskool_com_about_us_my_first_skool_, https___www_myfirstskool_com_for_parents_articles_, https___www_myfirstskool_com_our_centres_, https___www_myfirstskool_com_fees_perks_, https___www_myfirstskool_com_our_centres_find_a_centre_, https___www_myfirstskool_com_preschools_in_sengkang, https___www_myfirstskool_com_privacy_policy_","['chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'integrated_curriculum', 'moe', 'nurturing_early_learners_curriculum', 'spark_certified_curriculum', 'thematic']",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'project work', 'science', 'social & emotional development']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,"['infant_care', 'playgroup', 'nursery', 'kindergarten']",1.0,1.0,1.0,1.0,1.0,3
My First Skool (684A Choa Chu Kang Crescent),0.8845683683919519,1.0,,0.3388888888888888,,,,0.3388888888888888,0.23922757120099458,0.23513513513513506,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7787804944963044,3.092234601569828,10.320279190532569,1.4039525,103.7468048,8.813563026367767,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100.0,100.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Choa Chu Kang Cres, #01-308 Block 684A, Singapore 681684 ","Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm",https://www.myfirstskool.com/?utm_medium=visit-website&utm_source=GMB-CCK04&utm_campaign=Google&utm_term=website-button&utm_content=GMB,"https://www.google.com/maps/place/My+First+Skool+at+Blk+684A+Choa+Chu+Kang+Crescent/@1.4039525,103.7468048,17z/data=!3m1!4b1!4m6!3m5!1s0x31da121e7a642b85:0x9371d15bdcfcb289!8m2!3d1.4039525!4d103.7468048!16s%2Fg%2F11h7s4l1t7?entry=ttu",2024-04-12 01:41:00.224165,5,5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,,0.3388888888888888,,,,0.3388888888888888,https://www.myfirstskool.com/fees-perks/fees/infant-fees/,1346.15,741.2,741.2,741.2,1737.18,981.0,981.0,981.0,1.0,"https___www_myfirstskool_com_our_approach_curriculum, https___www_myfirstskool_com_preschools_in_punggol, https___www_myfirstskool_com_fees_perks_promotion_, https___www_myfirstskool_com_our_approach_curriculum_, https___www_myfirstskool_com_our_centres_find_a_centre, https___www_myfirstskool_com_preschools_in_jurong, https___www_myfirstskool_com_about_us, https___www_myfirstskool_com_fees_perks, https___www_myfirstskool_com_for_parents_resources_, https___www_myfirstskool_com_about_us_awards_, https___www_myfirstskool_com_for_parents_, https___www_myfirstskool_com_our_approach_programmes_, https___www_myfirstskool_com__main, https___www_myfirstskool_com_our_centres_experience, https___www_myfirstskool_com_for_parents_calendar_, https___www_myfirstskool_com_preschools_in_ang_mo_kio, https___www_myfirstskool_com_preschools_in_toa_payoh, https___www_myfirstskool_com_our_approach_, https___www_myfirstskool_com_about_us_vision_mission_, https___www_myfirstskool_com__main_container, https___www_myfirstskool_com_about_us_news_media_, https___www_myfirstskool_com_our_approach_programmes, https___www_myfirstskool_com_teach_with_us, https___www_myfirstskool_com_register, https___www_myfirstskool_com_fees_perks_fees_, https___www_myfirstskool_com_faq, https___www_myfirstskool_com_teach_with_us_, https___www_myfirstskool_com_, https___www_myfirstskool_com_our_centres_experience_, https___www_myfirstskool_com_about_us_, https___www_myfirstskool_com_about_us_my_first_skool_, https___www_myfirstskool_com_for_parents_articles_, https___www_myfirstskool_com_our_centres_, https___www_myfirstskool_com_fees_perks_, https___www_myfirstskool_com_our_centres_find_a_centre_, https___www_myfirstskool_com_preschools_in_sengkang, https___www_myfirstskool_com_privacy_policy_","['chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'integrated_curriculum', 'moe', 'nurturing_early_learners_curriculum', 'spark_certified_curriculum', 'thematic']",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'project work', 'science', 'social & emotional development']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,"['infant_care', 'playgroup', 'nursery', 'kindergarten']",1.0,1.0,1.0,1.0,1.0,3
