Preschool_Name,Preschool_Latitude,Preschool_Longitude,Distance_To_User_km,Within_Distance_Constraint,Monday_Start_Number,Monday_End_Number,Tuesday_Start_Number,Tuesday_End_Number,Wednesday_Start_Number,Wednesday_End_Number,Thursday_Start_Number,Thursday_End_Number,Friday_Start_Number,Friday_End_Number,Saturday_Start_Number,Saturday_End_Number,Sunday_Start_Number,Sunday_End_Number,Monday_Open,Monday_Close,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Sunday_Open,Sunday_Close,Within_Opening_Hours_Constraint,Location_Type,Address,Opening_Hours,Preschool_Website,Google_Website,Update_Time,Stars,Average_Stars,Sunday_Start,Sunday_End,Monday_Start,Monday_End,Tuesday_Start,Tuesday_End,Wednesday_Start,Wednesday_End,Thursday_Start,Thursday_End,Friday_Start,Friday_End,Saturday_Start,Saturday_End,Overall_Sentiment,Communication_Factors,Cost_Factors,Educational_Factors,Facility_Factors,Safety_and_Health_Factors,Staff_and_Management_Factors,fees_link,fees_sc_infant_care,fees_sc_playgroup,fees_sc_nursery,fees_sc_kindergarten,fees_pr_infant_care,fees_pr_playgroup,fees_pr_nursery,fees_pr_kindergarten,Within_Fees_Constraint,txt_file_opened,found_curriculum,curriculum_active_learning,curriculum_bilingual_curriculum,curriculum_child_directed,curriculum_chinese_curriculum,curriculum_early_years_development_framework,curriculum_english_curriculum,curriculum_ib_pyp,curriculum_inquiry_based,curriculum_integrated_curriculum,curriculum_montessori,curriculum_moe,curriculum_nurturing_early_learners_curriculum,curriculum_play_based_curriculum,curriculum_project_based,curriculum_reggio_emilia_approach,curriculum_spark_certified_curriculum,curriculum_thematic,curriculum_isteam,found_programme,programme_aesthetics_&_creative_expression,programme_chinese,programme_digital_skills,programme_discovery_of_the_word,programme_english,programme_language_and_literacy,programme_math,programme_moral_education,programme_motor_skill_development,programme_music,programme_nature,programme_numeracy,programme_problem-solving_skills,programme_project_work,programme_science,programme_sensory_play,programme_social_&_emotional_development,programme_speech_and_drama,programme_sports,found_levels,levels_infant_care,levels_playgroup,levels_nursery,levels_kindergarten,Within_Levels_Constraint
PCF Sparkletots Preschool @ Woodgrove Blk 894D (CC),1.4356372,103.7903614,2.9311719605927617,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Day care center,"894D Woodlands Drive 50, #01-19, Singapore 732894 ",,http://www.pcf.org.sg/,"https://www.google.com/maps/place/PCF+Woodlands+Blk+894D/@1.4356372,103.7903614,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13a68c2c15e1:0xc60653b340e13184!8m2!3d1.4356372!4d103.7903614!16s%2Fg%2F1ptw3_qv1?entry=ttu",2024-04-10 14:17:32.140780,"1,    1,    5,    1",2.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,,,,,,,,https://www.pcf.org.sg/sparkletots/services/childcare/,"1,346.15",741.2,741.2,741.2,"1,737.19",981.0,981.0,981.0,1.0,"https___www_pcf_org_sg_corporate_whistle_blowing_policy_, https___www_pcf_org_sg_corporate_events_, https___www_pcf_org_sg_corporate_senior_management_, https___www_pcf_org_sg_corporate_pcf_council_of_management_, https___www_pcf_org_sg_corporate_supporting_our_senior_, https___www_pcf_org_sg_corporate_privacy_policy_, https___www_pcf_org_sg_corporate_supporting_our_community_and_families_, https___www_pcf_org_sg_corporate_why_join_us_, https___www_pcf_org_sg_corporate_career_opportunities_, https___www_pcf_org_sg_corporate_careers_leader_childcare_kindergarten_, https___www_pcf_org_sg_corporate_supporting_our_children_, https___www_pcf_org_sg_corporate_staff_benefits_, https___www_pcf_org_sg_corporate_disclosure_and_transparency_, https___www_pcf_org_sg_corporate_our_work_the_spark_dreams_programme_, https___www_pcf_org_sg_corporate_our_work_school_readiness_pack_, https___www_pcf_org_sg_corporate_mid_careers_switch_programmes_, https___www_pcf_org_sg_corporate_looking_ahead_, https___www_pcf_org_sg_corporate_contact_us_, https___www_pcf_org_sg_corporate_our_work_annual_fund_raising_event_, https___www_pcf_org_sg_corporate_news_media_, https___www_pcf_org_sg_corporate_award_and_accreditation_, https___www_pcf_org_sg_corporate_careers_senior_nurse_, https___www_pcf_org_sg_corporate_volunteer_management_policy_, https___www_pcf_org_sg_corporate_executive_committee_, https___www_pcf_org_sg_corporate_sub_committees_, https___www_pcf_org_sg_corporate_our_milestones_, https___www_pcf_org_sg_corporate_careers_educational_psychologist_iet_, https___www_pcf_org_sg_corporate_pcf_charity_management_committee_, https___www_pcf_org_sg_corporate_our_work_sparkle_gift_of_love_, https___www_pcf_org_sg_corporate_employee_engagement_, https___www_pcf_org_sg_corporate_our_vision_, https___www_pcf_org_sg_corporate__, https___www_pcf_org_sg_corporate_annual_reports_, https___www_pcf_org_sg_corporate_our_mission_, https___www_pcf_org_sg_corporate_conflict_of_interest_","['bilingual_curriculum', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'spark_certified_curriculum', 'thematic']",0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'problem-solving skills', 'project work', 'science', 'social & emotional development']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,"['infant_care', 'playgroup', 'nursery', 'kindergarten']",1.0,1.0,1.0,1.0,1.0
