Preschool_Name,Preschool_Latitude,Preschool_Longitude,Distance_To_User_km,Within_Distance_Constraint,Monday_Start_Number,Monday_End_Number,Tuesday_Start_Number,Tuesday_End_Number,Wednesday_Start_Number,Wednesday_End_Number,Thursday_Start_Number,Thursday_End_Number,Friday_Start_Number,Friday_End_Number,Saturday_Start_Number,Saturday_End_Number,Sunday_Start_Number,Sunday_End_Number,Monday_Open,Monday_Close,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Sunday_Open,Sunday_Close,Within_Opening_Hours_Constraint,Location_Type,Address,Opening_Hours,Preschool_Website,Stars,Average_Stars,Google_Website,Update_Time,Sunday_Start,Sunday_End,Monday_Start,Monday_End,Tuesday_Start,Tuesday_End,Wednesday_Start,Wednesday_End,Thursday_Start,Thursday_End,Friday_Start,Friday_End,Saturday_Start,Saturday_End,Overall_Sentiment,Communication_Factors,Cost_Factors,Educational_Factors,Facility_Factors,Safety_and_Health_Factors,Staff_and_Management_Factors,fees_link,fees_sc_infant_care,fees_sc_playgroup,fees_sc_nursery,fees_sc_kindergarten,fees_pr_infant_care,fees_pr_playgroup,fees_pr_nursery,fees_pr_kindergarten,Within_Fees_Constraint,txt_file_opened,found_curriculum,curriculum_active_learning,curriculum_bilingual_curriculum,curriculum_child_directed,curriculum_chinese_curriculum,curriculum_early_years_development_framework,curriculum_english_curriculum,curriculum_ib_pyp,curriculum_inquiry_based,curriculum_integrated_curriculum,curriculum_montessori,curriculum_moe,curriculum_nurturing_early_learners_curriculum,curriculum_play_based_curriculum,curriculum_project_based,curriculum_reggio_emilia_approach,curriculum_spark_certified_curriculum,curriculum_thematic,curriculum_isteam,found_programme,programme_aesthetics_&_creative_expression,programme_chinese,programme_digital_skills,programme_discovery_of_the_word,programme_english,programme_language_and_literacy,programme_math,programme_moral_education,programme_motor_skill_development,programme_music,programme_nature,programme_numeracy,programme_problem-solving_skills,programme_project_work,programme_science,programme_sensory_play,programme_social_&_emotional_development,programme_speech_and_drama,programme_sports,found_levels,levels_infant_care,levels_playgroup,levels_nursery,levels_kindergarten,Within_Levels_Constraint
MindChamps PreSchool @ Temasek Club,1.3465272,103.7806957,11.452629685441902,0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,Preschool,"131 Rifle Range Rd, #03-01 Temasek Club, Singapore 588406 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, 7am to 2pm",https://www.mindchamps.org/location/temasek-club/,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5.0,"https://www.google.com/maps/place/MindChamps+PreSchool+@+Temasek+Club/@1.3465272,103.7806957,17z/data=!3m1!4b1!4m6!3m5!1s0x31da110e06358493:0xf5c7898dd81fb1d4!8m2!3d1.3465272!4d103.7806957!16s%2Fg%2F11hhlc_w8l?entry=ttu",2024-03-24 15:53:40.002327,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MindChamps PreSchool @ Serangoon,1.3526598,103.8598608,11.233408919264287,0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,Preschool,"151 Lorong Chuan, New Tech Park, #03-06 Lobby F, 556741 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, 7am to 2pm",https://www.mindchamps.org/preschool/book-a-visit/,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5",4.91,"https://www.google.com/maps/place/MindChamps+PreSchool+@+Serangoon/@1.3526598,103.8598608,17z/data=!3m1!4b1!4m6!3m5!1s0x31da170ed7875f97:0xc5ba1c272505aab1!8m2!3d1.3526598!4d103.8598608!16s%2Fg%2F1ptytk4f0?entry=ttu",2024-03-24 15:54:05.439575,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,0.6501832386363636,,,0.6145474837662338,,0.65,0.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MindChamps PreSchool @ Toa Payoh,1.3329648,103.8486276,12.824220892316125,0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100,100,100,100,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,Preschool,"190 Lor 6 Toa Payoh, #03-512, Singapore 310190 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, Closed",https://www.mindchamps.org/preschool/book-a-visit/,"5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4.89,"https://www.google.com/maps/place/MindChamps+PreSchool+@+Toa+Payoh/@1.3329648,103.8486276,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1766dd2c2c25:0xcfb0d0456743adfd!8m2!3d1.3329648!4d103.8486276!16s%2Fg%2F1tfm8rg4?entry=ttu",2024-03-24 15:54:31.536944,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,0.3896251145959447,0.2898248620288094,,0.5163,0.4244401154401154,0.4469999999999999,0.2908940972222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MindChamps PreSchool @ Raffles Town Club,1.3218083,103.8246898,13.564308274218176,0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100,100,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,Kindergarten,"1 Plymouth Ave, #03-00, Singapore 297753 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, 7am to 7pm",https://www.mindchamps.org/mrw/literacy-assessment/,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5",4.933333333333334,"https://www.google.com/maps/place/MindChamps+PreSchool+@+Raffles+Town+Club/@1.3218083,103.8246898,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19f92bffe85d:0xb4738ea48bae8802!8m2!3d1.3218083!4d103.8246898!16s%2Fg%2F11f2tsdhlt?entry=ttu",2024-03-24 15:54:59.832695,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,0.75,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MindChamps PreSchool @ Punggol,1.4157664,103.8992198,9.797532861173329,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,13.0,100,100,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,Preschool,"11 Northshore Dr, Singapore 828670 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, 7am to 1pm",https://www.mindchamps.org/location/punggol-northshore/,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5",4.94,"https://www.google.com/maps/place/MindChamps+PreSchool+@+Punggol/@1.4157664,103.8992198,17z/data=!3m1!4b1!4m6!3m5!1s0x31da15ee88c7486d:0x838455223f0a5b64!8m2!3d1.4157664!4d103.8992198!16s%2Fg%2F11clr_pj89?entry=ttu",2024-03-24 15:55:25.335593,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,1pm,0.3596024322899323,0.4482300685425684,,0.4066582491582491,0.3739166666666667,-0.1333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MindChamps Chinese PreSchool @ Thomson,1.3331363,103.8390793,12.542418873278573,0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100,100,100,100,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,Preschool,"512A Thomson Rd, #02-01 SLF Podium, Singapore 298137 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, Closed",https://www.mindchamps.org/book-a-visit/,"5, 5, 3, 5, 5, 5, 5, 5, 4",4.666666666666667,"https://www.google.com/maps/place/MindChamps+Chinese+PreSchool+@+Thomson/@1.3331363,103.8390793,17z/data=!3m1!4b1!4m6!3m5!1s0x31da175c62ceb55b:0x1c3a8781f6f6afd4!8m2!3d1.3331363!4d103.8390793!16s%2Fg%2F11hbnz19hs?entry=ttu",2024-03-24 15:55:59.433530,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,0.1659989139196348,0.1942081665201966,,0.137789661319073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MindChamps PreSchool @ Holland Village,1.3101699,103.7952395,14.991201403389846,0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100,100,100,100,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,Preschool,"211 Holland Avenue, #04-01 Holland Road Shopping Centre, 278967 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, Closed",https://www.mindchamps.org/preschool/holland-village/,"5, 5, 3, 5, 5, 5, 5, 5, 4",4.666666666666667,"https://www.google.com/maps/place/MindChamps+PreSchool+@+Holland+Village/@1.3101699,103.7952395,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1a6a541ec05b:0x37b334c288eade93!8m2!3d1.3101699!4d103.7952395!16s%2Fg%2F11bw77w_x1?entry=ttu",2024-03-24 15:56:27.721879,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,0.6005555555555555,,,0.7280555555555556,0.45,0.5166666666666667,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MindChamps PreSchool @ Straits View,1.4610437,103.7361021,9.044863885616785,1,8.0,18.0,8.0,18.0,8.0,18.0,8.0,18.0,8.0,18.0,8.0,12.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Kindergarten,"3, Jalan Tengku Petrie, Straits View, 80200 Johor Bahru, Johor, Malaysia ","Sunday, Closed, Monday, 8am to 6pm, Tuesday, 8am to 6pm, Wednesday, 8am to 6pm, Thursday, 8am to 6pm, Friday, 8am to 6pm, Saturday, 8am to 12pm",https://my.mindchamps.org/contact-us/,"4, 5, 5",4.666666666666667,"https://www.google.com/maps/place/MindChamps+PreSchool+@+Straits+View/@1.4610437,103.7361021,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc777a28750ae1:0xd2f23ed1c92ec69a!8m2!3d1.4610437!4d103.7361021!16s%2Fg%2F11fl49bv8_?entry=ttu",2024-03-24 15:56:37.787830,Closed,Closed,8am,6pm,8am,6pm,8am,6pm,8am,6pm,8am,6pm,8am,12pm,0.8,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MindChamps PreSchool @ JTC Summit,1.3312561,103.7416755,14.935520484592631,0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100,100,100,100,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,Preschool,"8 Jurong Town Hall Rd, #05-01 The JTC Summit, Singapore 609434 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, Closed",https://www.mindchamps.org/preschool/book-a-visit/,"4, 5, 5",4.666666666666667,"https://www.google.com/maps/place/MindChamps+PreSchool+@+JTC+Summit/@1.3312561,103.7416755,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1008b7f3b785:0xf0f5f366dc95f4f1!8m2!3d1.3312561!4d103.7416755!16s%2Fg%2F1vvyvlc1?entry=ttu",2024-03-24 15:57:19.444443,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,-0.1416666666666666,-0.1416666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MindChamps PreSchool @ Fusionopolis,1.2998458,103.7877637,16.264172422935108,0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100,100,100,100,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,Preschool,"1 Fusionopolis Wy, #03-03 Connexis, Singapore 138632 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, Closed",https://www.mindchamps.org/location/fusionopolis/,"5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4.8,"https://www.google.com/maps/place/MindChamps+PreSchool+@+Fusionopolis/@1.2998458,103.7877637,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1a454fffffff:0x2a3d7781b215b787!8m2!3d1.2998458!4d103.7877637!16s%2Fg%2F1tcx4jlk?entry=ttu",2024-03-24 15:57:27.594765,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MindChamps PreSchool @ Paragon,1.3037752,103.8359096,15.695464970165213,0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100,100,100,100,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,Preschool,"290 Orchard Rd, #06-19/20, Singapore 238859 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, Closed",https://www.mindchamps.org/preschool/paragon/,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4.956521739130435,"https://www.google.com/maps/place/MindChamps+PreSchool+@+Paragon/@1.3037752,103.8359096,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1992320efbcf:0xcf500ca000a8ae5b!8m2!3d1.3037752!4d103.8359096!16s%2Fg%2F1vwllnlz?entry=ttu",2024-03-24 15:57:53.114472,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,0.5212009803921569,0.28125,,0.71875,,0.4499999999999999,0.4372549019607842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MindChamps PreSchool @ West Coast Plaza,1.3036823,103.7659354,16.49109837685426,0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100,100,100,100,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,Preschool,"154 W Coast Rd, #01-63, Singapore 127371 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, Closed",https://www.mindchamps.org/preschool/book-a-visit/,"5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4.904761904761905,"https://www.google.com/maps/place/MindChamps+PreSchool+@+West+Coast+Plaza/@1.3036823,103.7659354,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1afb850e3b93:0xcc5c78c73ffbad65!8m2!3d1.3036823!4d103.7659354!16s%2Fg%2F11c3v552mt?entry=ttu",2024-03-24 15:58:20.651966,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MindChamps PreSchool @ City Square Mall,1.3115639,103.8568345,15.366763814642486,0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100,100,100,100,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,Preschool,"180 Kitchener Rd, #07 - 01 / 05, Singapore 208539 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, Closed",https://www.mindchamps.org/preschool/book-a-visit/,"5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 1, 5, 5, 5, 5, 5",4.88135593220339,"https://www.google.com/maps/place/MindChamps+PreSchool+@+City+Square+Mall/@1.3115639,103.8568345,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19c89fffffff:0x1636350347a3e65c!8m2!3d1.3115639!4d103.8568345!16s%2Fg%2F1thvdfyf?entry=ttu",2024-03-24 15:58:46.826221,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,0.272241341991342,,,0.2527083333333333,0.3291666666666667,0.1974567099567099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MindChamps PreSchool @ East Coast,1.315022,103.8945292,16.763958891299183,0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,13.0,100,100,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,Preschool,"11 Tanjong Katong Rd, #02-43, Singapore 437157 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, 7am to 1pm",https://www.mindchamps.org/book-a-visit/,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5",4.963414634146342,"https://www.google.com/maps/place/MindChamps+PreSchool+@+East+Coast/@1.315022,103.8945292,17z/data=!3m1!4b1!4m6!3m5!1s0x31da181704a6d737:0xd660273707f14cba!8m2!3d1.315022!4d103.8945292!16s%2Fg%2F11c5gv3ps5?entry=ttu",2024-03-24 15:59:15.509046,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,1pm,0.374809670781893,0.4648148148148148,,0.4138888888888889,0.22875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MindChamps PreSchool @ One Raffles Place,1.284749,103.851992,18.106096436189066,0,7.5,19.5,7.5,19.5,7.5,19.5,7.5,19.5,7.5,19.5,7.5,19.5,100,100,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,Preschool,"1 Raffles Place, Tower 1, #06-00, 048616 ","Sunday, Closed, Monday, 7:30am to 7:30pm, Tuesday, 7:30am to 7:30pm, Wednesday, 7:30am to 7:30pm, Thursday, 7:30am to 7:30pm, Friday (Good Friday), 7:30am to 7:30pm, Hours might differ, Saturday, 7:30am to 7:30pm",https://www.mindchamps.org/preschool/one-raffles-place/,"5, 5, 5, 2, 5, 5, 5, 4, 5, 1, 5",4.2727272727272725,"https://www.google.com/maps/place/MindChamps+PreSchool+@+One+Raffles+Place/@1.284749,103.851992,17z/data=!3m1!4b1!4m6!3m5!1s0x31da190eacb58e55:0x1230303978b723af!8m2!3d1.284749!4d103.851992!16s%2Fg%2F11gdfs2spc?entry=ttu",2024-03-24 15:59:46.288059,Closed,Closed,7:30am,7:30pm,7:30am,7:30pm,7:30am,7:30pm,7:30am,7:30pm,7:30am,7:30pm,7:30am,7:30pm,0.4624999999999999,,,0.4624999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MindChamps PreSchool @ Sengkang,1.3832602,103.892109,10.827401237589731,0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,9.0,14.0,9.0,14.0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,Educational institution,"70 Compassvale Bow, #02-05 Grand Mall, Singapore 544692 ","Sunday, 9am to 2pm, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, 9am to 2pm",http://www.mindchamps.org/,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5.0,"https://www.google.com/maps/place/MindChamps+PreSchool+@+Sengkang/@1.3832602,103.892109,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1772399a76c7:0xe9dca4aea55ea790!8m2!3d1.3832602!4d103.892109!16s%2Fg%2F11twrb9nkm?entry=ttu",2024-03-24 16:00:12.566786,9am,2pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,9am,2pm,0.3033008658008658,,,,,,0.3033008658008658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MindChamps PreSchool @ Mapletree Business City,1.2754092,103.7985447,18.780829679632838,0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100,100,100,100,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,Preschool,"20 Pasir Panjang Rd, Singapore 117439 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, Closed",https://www.mindchamps.org/location/mapletree-business-city/,"5, 5, 5, 5, 5, 5, 5, 5, 5",5.0,"https://www.google.com/maps/place/MindChamps+PreSchool+@+Mapletree+Business+City/@1.2754092,103.7985447,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1bc0baaaaaab:0xf448302e6183ac04!8m2!3d1.2754092!4d103.7985447!16s%2Fg%2F1td5cm_r?entry=ttu",2024-03-24 16:00:38.040929,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MindChamps Performing Arts PreSchool @ Marina Square,1.2912061,103.8576768,17.56488885908021,0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,Preschool,"6 Raffles Blvd, # 04 -100 Marina Square, Singapore 039594 ","Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday (Good Friday), 7am to 7pm, Hours might differ, Saturday, 7am to 2pm",https://www.mindchamps.org/preschool/book-a-visit/,"5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5",4.851851851851852,"https://www.google.com/maps/place/MindChamps+Performing+Arts+PreSchool+@+Marina+Square/@1.2912061,103.8576768,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19a856b7dc2b:0xde5d4779c18f1cfa!8m2!3d1.2912061!4d103.8576768!16s%2Fg%2F11b61qx7kk?entry=ttu",2024-03-24 16:01:03.455332,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,0.4916666666666666,0.4810416666666667,,0.4876587301587301,0.675,,0.4392857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
