Preschool_Name,Preschool_Latitude,Preschool_Longitude,Distance_To_User_km,Within_Distance_Constraint,Monday_Start_Number,Monday_End_Number,Tuesday_Start_Number,Tuesday_End_Number,Wednesday_Start_Number,Wednesday_End_Number,Thursday_Start_Number,Thursday_End_Number,Friday_Start_Number,Friday_End_Number,Saturday_Start_Number,Saturday_End_Number,Sunday_Start_Number,Sunday_End_Number,Monday_Open,Monday_Close,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Sunday_Open,Sunday_Close,Within_Opening_Hours_Constraint,Location_Type,Address,Opening_Hours,Preschool_Website,Google_Website,Update_Time,Stars,Average_Stars,Sunday_Start,Sunday_End,Monday_Start,Monday_End,Tuesday_Start,Tuesday_End,Wednesday_Start,Wednesday_End,Thursday_Start,Thursday_End,Friday_Start,Friday_End,Saturday_Start,Saturday_End,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,fees_link,fees_sc_infant_care,fees_sc_playgroup,fees_sc_nursery,fees_sc_kindergarten,fees_pr_infant_care,fees_pr_playgroup,fees_pr_nursery,fees_pr_kindergarten,Within_Fees_Constraint,txt_file_opened,found_curriculum,curriculum_active_learning,curriculum_bilingual_curriculum,curriculum_child_directed,curriculum_chinese_curriculum,curriculum_early_years_development_framework,curriculum_english_curriculum,curriculum_ib_pyp,curriculum_inquiry_based,curriculum_integrated_curriculum,curriculum_montessori,curriculum_moe,curriculum_nurturing_early_learners_curriculum,curriculum_play_based_curriculum,curriculum_project_based,curriculum_reggio_emilia_approach,curriculum_spark_certified_curriculum,curriculum_thematic,curriculum_isteam,found_programme,programme_aesthetics_&_creative_expression,programme_chinese,programme_digital_skills,programme_discovery_of_the_word,programme_english,programme_language_and_literacy,programme_math,programme_moral_education,programme_motor_skill_development,programme_music,programme_nature,programme_numeracy,programme_problem-solving_skills,programme_project_work,programme_science,programme_sensory_play,programme_social_&_emotional_development,programme_speech_and_drama,programme_sports,found_levels,levels_infant_care,levels_playgroup,levels_nursery,levels_kindergarten,Within_Levels_Constraint
Wat Patthar Educare Centre,1.4361557,103.7978181,2.131002480639408,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,School,"Blk 664 Woodlands Ring Rd, Singapore 730664 ","Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm",http://www.wpecc.info/,"https://www.google.com/maps/place/Wat+Patthar+Educare+Centre/@1.4361557,103.7978181,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13a1dcf8cafd:0xd0d0f44852c01b49!8m2!3d1.4361557!4d103.7978181!16s%2Fg%2F1tdzchgw?entry=ttu",2024-04-12 05:54:55.523283,"5, 5, 5",5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,,0.4679166666666667,,,,0.4679166666666667,https://preschooler.sg/profile/1919/WAT-PATTHAR-EDUCARE-CENTRE,,800.0,800.0,800.0,,800.0,800.0,800.0,1.0,"https___www_wpecc_info_newsfeatures_h_is3hspyflmbh, https___www_wpecc_info_learning_resources_h_ki78xukwfvcj, https___www_wpecc_info_downloads_h_804nbdh2ash2, https___www_wpecc_info_learning_resources_h_xplyymh4b8uf, https___www_wpecc_info_newsfeatures_h_4w9vt0hd666i, https___www_wpecc_info_learning_resources_h_ikrefdh0t85y, https___www_wpecc_info_home, https___www_wpecc_info_testimonials_h_5y4d1mg8prew, https___www_wpecc_info_annoucement_h_14bs5syjnvy, https___www_wpecc_info_learning_resources, https___www_wpecc_info_learning_resources_h_d3ofisy9tyrp, https___www_wpecc_info_downloads_h_cl8sp6yc1ct4, https___www_wpecc_info_learning_resources_h_lfuvf8r79ep7, https___www_wpecc_info_home_h_s1xnt0rvi2xx, https___www_wpecc_info_home_h_4j7gez9zit7x, https___www_wpecc_info_learning_resources_h_cl8sp6yc1ct4, https___www_wpecc_info_newsfeatures, https___www_wpecc_info_home_h_5y4d1mg8prew, https___www_wpecc_info_annoucement_h_5y4d1mg8prew, https___www_wpecc_info_learning_resources_h_diuc1e31fwq6, https___www_wpecc_info_contact_us_h_cl8sp6yc1ct4, https___www_wpecc_info_downloads_h_5c4tcblfa3iw, https___www_wpecc_info__h_5y4d1mg8prew, https___www_wpecc_info_downloads, https___www_wpecc_info_home_h_cl8sp6yc1ct4, https___www_wpecc_info_contact_us_h_zf0gymd1blme, https___www_wpecc_info_learning_resources_h_ezui2ni8mkf5, https___www_wpecc_info_home_h_xvk4serbx6un, https___www_wpecc_info_downloads_h_m86jj2hil90k, https___www_wpecc_info_learning_resources_h_583ptpy6cnws, https___www_wpecc_info_newsfeatures_h_bkl79fnoob98, https___www_wpecc_info_home_h_gyg4g0ywpyvo, https___www_wpecc_info_learning_resources_h_qaqhw3nkv3ky, https___www_wpecc_info_home_h_1fefsdpiyxyc, https___www_wpecc_info_home_h_i9i70ooi8jsj, https___www_wpecc_info_newsfeatures_h_8kvsza6v3jy5, https___www_wpecc_info_home_h_ww1cuqcqlxxf, https___www_wpecc_info_learning_resources_h_dvh2pcqrvnj6, https___www_wpecc_info_contact_us_h_5y4d1mg8prew, https___www_wpecc_info_newsfeatures_h_layer4odsss1, https___www_wpecc_info_learning_resources_h_ehdg6d2k7v6, https___www_wpecc_info_learning_resources_h_ubi6kpw7rpx8, https___www_wpecc_info_downloads_h_5y4d1mg8prew, https___www_wpecc_info_annoucement, https___www_wpecc_info_learning_resources_h_o13ie639ui80, https___www_wpecc_info_annoucement_h_cl8sp6yc1ct4, https___www_wpecc_info__h_14bs5syjnvy, https___www_wpecc_info_learning_resources_h_c9luvmz0nudc, https___www_wpecc_info_newsfeatures_h_t49nxciqr28h, https___www_wpecc_info_learning_resources_h_u6wby8z2sgvn, https___www_wpecc_info_learning_resources_h_u74syyccgw1z, https___www_wpecc_info_newsfeatures_h_cl8sp6yc1ct4, https___www_wpecc_info__h_cl8sp6yc1ct4, https___www_wpecc_info_contact_us_h_jtqpd2b6i25m, https___www_wpecc_info_testimonials_h_cl8sp6yc1ct4, https___www_wpecc_info_learning_resources_h_m3t2zqjih8vr, https___www_wpecc_info_testimonials, https___www_wpecc_info_newsfeatures_h_5y4d1mg8prew, https___www_wpecc_info_learning_resources_h_2d2thawbfb0t, https___www_wpecc_info_contact_us, https___www_wpecc_info_home_h_a7xqtxec8ajt, https___www_wpecc_info_learning_resources_h_5y4d1mg8prew, https___www_wpecc_info_learning_resources_h_8ionvitcbdif","['chinese_curriculum', 'early_years_development_framework', 'integrated_curriculum', 'moe', 'nurturing_early_learners_curriculum', 'spark_certified_curriculum', 'thematic']",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,"['aesthetics & creative expression', 'discovery of the word', 'english', 'language and literacy', 'math', 'problem-solving skills', 'project work', 'science']",1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"['playgroup', 'nursery', 'kindergarten']",0.0,1.0,1.0,1.0,1.0
The Orange Academy (Yishun) Pte Ltd,1.4280919,103.8367061,2.906941832811912,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"1 North Point Drive, South Wing, #02-186 Northpoint City, Singapore 768019 ","Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm",http://orangeacademy.com.sg/,"https://www.google.com/maps/place/The+Orange+Academy/@1.4280919,103.8367061,17z/data=!3m1!4b1!4m6!3m5!1s0x31da146f0fa2bf21:0xa713fc8a7a461ab3!8m2!3d1.4280919!4d103.8367061!16s%2Fg%2F11f7b43530?entry=ttu",2024-04-12 05:43:16.286836,"5, 5, 5",5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,,,,,,,https://preschooler.sg/profile/183/THE-ORANGE-ACADEMY-(YISHUN)-PTE-LTD,,937.0,937.0,937.0,,937.0,937.0,937.0,1.0,https___orangeacademy_com_sg_,"['bilingual_curriculum', 'early_years_development_framework', 'english_curriculum', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'thematic']",0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,"['aesthetics & creative expression', 'chinese', 'discovery of the word', 'english', 'language and literacy', 'math', 'music', 'project work', 'science', 'social & emotional development']",1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,"['playgroup', 'nursery', 'kindergarten']",0.0,1.0,1.0,1.0,1.0
The Little Skool-House International Pte Ltd (At-Republic-Polytechnic),1.447235,103.7842752,3.501297452936091,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"17 Woodlands Ave 9, #01-01 Republic Polytechnic, Singapore 738968 ","Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm",https://bit.ly/LSH_RepublicPolytechnic_ScheduleAVisit,"https://www.google.com/maps/place/Little+Skool-House+Republic+Polytechnic/@1.447235,103.7842752,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13063ed79a51:0xad5b413706b1943!8m2!3d1.447235!4d103.7842752!16s%2Fg%2F11hbq8qghl?entry=ttu",2024-04-12 05:40:23.201063,5,5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,,,,,,,https://preschooler.sg/profile/134/THE-LITTLE-SKOOL-HOUSE-INTERNATIONAL-PTE-LTD,,714.0,714.0,714.0,,1830.0,1830.0,1830.0,1.0,"https___bitly_com_pages_products_url_shortener, https___bitly_com_pages_products_2d_barcodes, https___bitly_com_pages_products_2d_barcode, https___bitly_com_a_sign_in, https___bitly_com_pages_resources, https___bitly_com_pages, https___bitly_com_pages_code_of_conduct, https___bitly_com__content, https___bitly_com_pages_products_link_in_bio, https___bitly_com_pages_press, https___bitly_com_pages_solutions_retail, https___bitly_com_pages_about, https___bitly_com_pages_terms_of_service, https___bitly_com_pages_cookies, https___bitly_com__, https___bitly_com_pages_products_analytics, https___bitly_com_pages_solutions_social_media, https___bitly_com_pages_solutions_consumer_packaged_goods, https___bitly_com_, https___bitly_com_pages_features_branded_links, https___bitly_com_pages_solutions_technology, https___bitly_com_pages_products_qr_codes, https___bitly_com_pages_features_mobile_links, https___bitly_com_pages_why_bitly_enterprise_class, https___bitly_com_pages_why_bitly_integrations_api, https___bitly_com_a_sign_up, https___bitly_com_pages_solutions_insurance, https___bitly_com_pages_careers, https___bitly_com__panel_short_link, https___bitly_com_pages_mobile_app, https___bitly_com__panel_lib, https___bitly_com__panel_qr_code, https___bitly_com_pages_solutions_healthcare, https___bitly_com_pages_privacy, https___bitly_com_pages_partners, https___bitly_com_pages_marketplace, https___bitly_com_pages_solutions_media, https___bitly_com_pages_trust, https___bitly_com_pages_browser_extension, https___bitly_com_pages_contact, https___bitly_com_pages_solutions_for_developers, https___bitly_com_pages_solutions_customer_service, https___bitly_com_pages_diversity_and_inclusion, https___bitly_com_pages_solutions_digital_marketing, https___bitly_com_blog_, https___bitly_com_pages_solutions_hospitality, https___bitly_com_pages_acceptable_use, https___bitly_com_pages_reviews, https___bitly_com_pages_landing_discover_enterprise, https___bitly_com_pages_pricing","['english_curriculum', 'integrated_curriculum', 'spark_certified_curriculum', 'thematic']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"['aesthetics & creative expression', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'nature', 'project work', 'science', 'social & emotional development']",1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,"['playgroup', 'nursery', 'kindergarten']",0.0,1.0,1.0,1.0,1.0
Sunflower Preschool @ Teck Ghee Pte Ltd,1.3684308,103.8579514,9.581751648178646,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"455C Ang Mo Kio Street 44, #01-33, Singapore 563455 ","Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm",http://www.sunflowerkid.com/,"https://www.google.com/maps/place/Sunflower+Preschool+@+Teck+Ghee/@1.3684308,103.8579514,17z/data=!3m1!4b1!4m6!3m5!1s0x31da16fc9f400001:0xb9cf34e8be9d2273!8m2!3d1.3684308!4d103.8579514!16s%2Fg%2F11h7s3_w4l?entry=ttu",2024-04-12 05:24:54.495365,"1, 5, 5, 5",4.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,,0.0823103661835008,,,,0.0734358998975934,https://preschooler.sg/profile/1586/SUNFLOWER-PRESCHOOL-@-FRANKEL-PTE-LTD,,720.0,720.0,720.0,,1280.0,1280.0,1280.0,1.0,sunflowerkid_com.txt,"['spark_certified_curriculum', 'thematic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"['aesthetics & creative expression', 'digital skills', 'discovery of the word', 'language and literacy', 'social & emotional development']",1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['playgroup', 'nursery', 'kindergarten']",0.0,1.0,1.0,1.0,1.0
Sunflower Preschool @ Sembawang Pte Ltd,1.4370231,103.8259138,1.3562811728595863,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Day care center,"534 Sembawang Rd, Singapore 758407 ","Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm",http://www.sunflowerkid.com/,"https://www.google.com/maps/place/Sunflower+Preschool+@+Sembawang/@1.4370231,103.8259138,17z/data=!3m1!4b1!4m6!3m5!1s0x31da157eec2d1553:0x7ecb6e0d6227a182!8m2!3d1.4370231!4d103.8259138!16s%2Fg%2F11h76kq6gw?entry=ttu",2024-04-12 05:24:01.898490,"5, 5, 5, 5, 5",5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,0.4416666666666667,0.2363636363636364,,,,0.3390151515151515,https://preschooler.sg/profile/1586/SUNFLOWER-PRESCHOOL-@-FRANKEL-PTE-LTD,,720.0,720.0,720.0,,1280.0,1280.0,1280.0,1.0,sunflowerkid_com.txt,"['spark_certified_curriculum', 'thematic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"['aesthetics & creative expression', 'digital skills', 'discovery of the word', 'language and literacy', 'social & emotional development']",1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['playgroup', 'nursery', 'kindergarten']",0.0,1.0,1.0,1.0,1.0
Sunflower Preschool @ Mindef (Gombak) Pte Ltd,1.3748401,103.7607733,9.760937012172448,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100.0,100.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Blk 307 Gombak Dr, Gombak Recreation Centre, Singapore 669638 ","Friday, 7am to 7pm, Saturday, Closed, Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm",http://www.sunflowerkid.com/,"https://www.google.com/maps/place/Sunflower+Preschool+@+Mindef+-+Gombak/@1.3748401,103.7607733,17z/data=!3m1!4b1!4m6!3m5!1s0x31da11b1bda848df:0x71daaa733ecb59e7!8m2!3d1.3748401!4d103.7607733!16s%2Fg%2F11j1hxg4vy?entry=ttu",2024-04-12 05:22:13.211269,1,1.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,,,,,,,https://preschooler.sg/profile/1586/SUNFLOWER-PRESCHOOL-@-FRANKEL-PTE-LTD,,720.0,720.0,720.0,,1280.0,1280.0,1280.0,1.0,sunflowerkid_com.txt,"['spark_certified_curriculum', 'thematic']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"['aesthetics & creative expression', 'digital skills', 'discovery of the word', 'language and literacy', 'social & emotional development']",1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['playgroup', 'nursery', 'kindergarten']",0.0,1.0,1.0,1.0,1.0
Star Learners @ Yishun Pte Ltd,1.4362285,103.8428764,3.142536106855578,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100.0,100.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"2 Yishun Industrial Street 1, #01-16/17/18 Northpoint Bizhub, Singapore 768159 ","Friday, 7am to 7pm, Saturday, Closed, Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm",https://starlearners.com.sg/contact-us/,"https://www.google.com/maps/place/Star+Learners+@+Yishun+%7C+Preschool+%26+Childcare/@1.4362285,103.8428764,17z/data=!3m1!4b1!4m6!3m5!1s0x31da15f3cce00eb7:0xf7f999af3c703b21!8m2!3d1.4362285!4d103.8428764!16s%2Fg%2F11g_qmk7rn?entry=ttu",2024-04-12 05:16:38.931017,"2, 5, 5, 5, 5, 5, 5",4.571428571428571,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,,,,,,,https://starlearners.com.sg/admission/fees-and-subsidies/,1290,720.0,720.0,720.0,1500,950.0,950.0,950.0,1.0,"https___starlearners_com_sg_, https___starlearners_com_sg_our_centres_, https___starlearners_com_sg_curriculum_our_belief_starbeam, https___starlearners_com_sg_careers_join_us_, https___starlearners_com_sg_curriculum_literature_based_curriculum_, https___starlearners_com_sg_20inspiringyears_, https___starlearners_com_sg__, https___starlearners_com_sg_blog_, https___starlearners_com_sg_admission_faq_, https___starlearners_com_sg_preschool_programmes_, https___starlearners_com_sg_curriculum_our_belief, https___starlearners_com_sg_our_story_our_promise_, https___starlearners_com_sg_curriculum_, https___starlearners_com_sg_admission_a_day_in_sl_, https___starlearners_com_sg_preschool_programmes_child_care_, https___starlearners_com_sg_privacy_policy_, https___starlearners_com_sg__ajax_content_wrap, https___starlearners_com_sg_careers_our_family_of_professionals_, https___starlearners_com_sg_blog_ourstaffstories_, https___starlearners_com_sg_curriculum_complementary_programmes_, https___starlearners_com_sg_our_story_who_we_are_, https___starlearners_com_sg_curriculum_our_belief_, https___starlearners_com_sg_preschool_programmes_infant_care_, https___starlearners_com_sg_our_family_of_professionals_join_us_, https___starlearners_com_sg_our_story_our_journey_, https___starlearners_com_sg_admission_register_your_interest_, https___starlearners_com_sg__sidewidgetarea, https___starlearners_com_sg_curriculum_our_belief_corevalues, https___starlearners_com_sg_admission_fees_and_subsidies_, https___starlearners_com_sg_curriculum_enrichment_programmes_, https___starlearners_com_sg_whats_on_","['active_learning', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'spark_certified_curriculum', 'thematic']",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'project work', 'science', 'sensory play', 'social & emotional development', 'speech and drama', 'sports']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"['infant_care', 'playgroup', 'nursery', 'kindergarten']",1.0,1.0,1.0,1.0,1.0
Star Learners @ Yio Chu Kang Pte Ltd,1.3792308,103.8418434,7.716277971220847,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100.0,100.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"645 Ang Mo Kio Ave 6, #01-4991, Singapore 560645 ","Friday, 7am to 7pm, Saturday, Closed, Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm",https://starlearners.com.sg/contact-us/,"https://www.google.com/maps/place/Star+Learners+@+Yio+Chu+Kang+%7C+Preschool+%26+Childcare/@1.3792308,103.8418434,17z/data=!3m1!4b1!4m6!3m5!1s0x31da16c1a1f7350d:0xe547d8f49e6cc63c!8m2!3d1.3792308!4d103.8418434!16s%2Fg%2F11ckwbnsrd?entry=ttu",2024-04-12 05:16:12.063844,"2, 5, 5, 5, 5, 5, 5",4.571428571428571,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,0.1964285714285714,0.1840210715210715,,,,0.2363286713286713,https://starlearners.com.sg/admission/fees-and-subsidies/,1290,720.0,720.0,720.0,1500,950.0,950.0,950.0,1.0,"https___starlearners_com_sg_, https___starlearners_com_sg_our_centres_, https___starlearners_com_sg_curriculum_our_belief_starbeam, https___starlearners_com_sg_careers_join_us_, https___starlearners_com_sg_curriculum_literature_based_curriculum_, https___starlearners_com_sg_20inspiringyears_, https___starlearners_com_sg__, https___starlearners_com_sg_blog_, https___starlearners_com_sg_admission_faq_, https___starlearners_com_sg_preschool_programmes_, https___starlearners_com_sg_curriculum_our_belief, https___starlearners_com_sg_our_story_our_promise_, https___starlearners_com_sg_curriculum_, https___starlearners_com_sg_admission_a_day_in_sl_, https___starlearners_com_sg_preschool_programmes_child_care_, https___starlearners_com_sg_privacy_policy_, https___starlearners_com_sg__ajax_content_wrap, https___starlearners_com_sg_careers_our_family_of_professionals_, https___starlearners_com_sg_blog_ourstaffstories_, https___starlearners_com_sg_curriculum_complementary_programmes_, https___starlearners_com_sg_our_story_who_we_are_, https___starlearners_com_sg_curriculum_our_belief_, https___starlearners_com_sg_preschool_programmes_infant_care_, https___starlearners_com_sg_our_family_of_professionals_join_us_, https___starlearners_com_sg_our_story_our_journey_, https___starlearners_com_sg_admission_register_your_interest_, https___starlearners_com_sg__sidewidgetarea, https___starlearners_com_sg_curriculum_our_belief_corevalues, https___starlearners_com_sg_admission_fees_and_subsidies_, https___starlearners_com_sg_curriculum_enrichment_programmes_, https___starlearners_com_sg_whats_on_","['active_learning', 'chinese_curriculum', 'early_years_development_framework', 'english_curriculum', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'spark_certified_curriculum', 'thematic']",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,"['aesthetics & creative expression', 'chinese', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'motor skill development', 'music', 'nature', 'numeracy', 'project work', 'science', 'sensory play', 'social & emotional development', 'speech and drama', 'sports']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"['infant_care', 'playgroup', 'nursery', 'kindergarten']",1.0,1.0,1.0,1.0,1.0
