Preschool_Name,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6
SDM-Moriah Preschool (Greenwich) Pte Ltd,,0.24538496071829408,,,,0.24538496071829405,
SGM Murni,-0.08749999999999998,-0.0875,-0.0875,,,,
Safari House Preschool Bt Batok,0.037500000000000006,-0.04855980828695114,,,,-0.03794155844155844,
Safari House Preschool Lakeside,0.0,0.3238095238095238,,,,0.5666666666666667,
Safari House Preschool Thomson,,-0.7375,-0.7375,,,,
Safari House Preschool Woodlands,0.15333333333333335,,,,,,
Schoolhouse By The Bay Pte Ltd,0.13333333333333336,0.0,,,,0.11666666666666668,
Sengkang Methodist Preschool,0.40493246336996336,0.18499999999999997,0.0,0.0,,0.454093501984127,
Seventh-day Adventist Conference (Singapore) - Adventist Schoolhouse,0.5142087487428397,0.3499301161801162,,,,0.4715594883659788,
Shalom Kindergarten,0.5223809523809523,0.011904761904761902,,,,0.3309523809523809,
Shaws CDLC @ Braddell Heights Pte Ltd,0.41763328202298794,0.27733175531421145,,,,0.3858984128864789,
Shaws CDLC @ Mountbatten Pte Ltd (Mountbatten Road),0.48569805194805193,0.6601190476190477,,,,0.5729085497835498,
Shaws Preschool @ Katong Post,0.41875000000000007,,,,,0.41875000000000007,
Sheffield Kidsworld (St Anne) Pte Ltd,0.4083333333333333,-0.1396153846153846,,,,0.32416666666666666,
Singapore Hokkien Huay Kuan Pre-School,0.29454545454545455,,,,,0.29454545454545455,
Skool4Kidz Campus @ Fernvale,0.09467914438502674,0.14646193092621665,-0.09327094474153297,,,0.16648717948717948,
Skool4Kidz Campus @ One Punggol,0.31065062388591796,0.31065062388591796,,,,0.31065062388591796,
Skool4Kidz Campus @ Sengkang Riverside Park,0.18136987433862434,-0.12363676792556101,0.14375000000000002,,,-0.013160986616868948,
Skool4Kidz Campus @ Yishun,0.4177104377104377,0.43030303030303035,,,,0.424006734006734,
Skool4Kidz Centre (Marsiling Drive),,-0.15000000000000002,,,,,
Skool4Kidz Centre (Sembawang Canberra East Crown),,-1.0,,,,,
Skool4Kidz Centre (Sembawang Sunbreeze),0.0,-0.36583333333333323,,,,0.0,
Skool4Kidz Centre (Yishun Oleander Breeze),0.6166666666666667,,,,0.6166666666666667,,
Skool4Kidz Centre (Yishun Orchid Spring),0.7,,,,,0.7,
Skool4Kidz Preschool @ Punggol Waterway Banks,,0.3775085034013606,,,,0.3775085034013606,
Skool4Kidz Preschool @ Sembawang Canberra East Creek,-0.14166666666666666,,,,,-0.14166666666666666,
Skool4Kidz Preschool @ Tampines GreenRidges,-0.06638888888888889,0.09656305114638446,,,,-0.001208112874779547,
Small Wonder @ Choa Chu Kang,0.0,0.0,,,,,
Small Wonder @ Jurong East,0.25857142857142856,0.1966190476190476,0.0,,0.0,0.21633116883116885,
Small Wonder @ Jurong West,,0.09227272727272727,,,,,
Small Wonder @ Nee Soon,0.3168989564961787,0.11057870370370369,,,,0.2527825727513227,
Small Wonder Preschool (Nordcom II),0.3189342403628118,0.23492151911269557,,,,0.2594252294773128,
Small Wonder Preschool (Punggol),0.06136363636363637,0.04577126305067481,,,,0.19374999999999998,
Small Wonder Preschool (Serangoon),0.32467717366624477,0.24305786392080087,,,,0.33853900356576033,
Small Wonder Preschool Taman Jurong,0.12222222222222223,0.12222222222222223,0.12222222222222223,,0.12222222222222223,,0.12222222222222223
Small Wonder Tampines,0.417,0.417,,,,0.417,
Small Wonder Yishun Central (formerly Eager Beaver Preschool),0.2875,0.04208754208754208,,,,0.2875,
Small Wonder Zoophonics Nordcom I,,0.3694638694638695,,,,0.3694638694638695,
Smiling Star Student Care Centre @ Choa Chu Kang,,0.5066666666666666,,,,0.41,
Sparkle Care @ Eunos,0.4,0.4,,,,0.4,
Spring Brainy Kidz (Bukit Batok) Pte Ltd,0.35,0.19153846153846152,,,,0.355,
Spring Brainy Kidz (Potong Pasir) Pte Ltd,0.22028409090909093,0.0703219696969697,,,,0.29583333333333334,
Spring Brainy Kidz (SIMS),0.325,,,,,,
Spring Brainy Kidz (Ubi) Pte Ltd,0.28,0.45208333333333334,,,,0.3947222222222222,
Spring Brainy Kidz (Yishun 716),0.35,,0.35,0.35,,,
St. JamesÃÂ Church Kindergarten (Leedon),0.6780357142857142,0.6780357142857143,,,,0.6780357142857143,
Star Learners @ Bedok Pte Ltd,0.52423676493286,0.4627599524658348,,,,0.49520604793454254,
Star Learners @ Boon Keng Pte Ltd,,0.3,,,,0.3,
Star Learners @ Bukit Batok Pte Ltd,0.28098039215686277,0.37988043702329416,,,,0.3386720849956144,
Star Learners @ Bukit Panjang Pte Ltd,0.5422222222222223,0.43670617742046314,,,,0.45517148526077095,
Star Learners @ CCK Sports Centre Pte Ltd,0.2619047619047619,0.6666746031746031,,,,0.48492645502645504,
Star Learners @ Elias Pte Ltd,,0.36388888888888893,,,,0.36388888888888893,
Star Learners @ Gambas Pte Ltd,0.3401746031746032,0.6416666666666667,,,,0.3778611111111111,
Star Learners @ Jurong East Pte Ltd,0.31705889917695473,0.2871417929390351,,,,0.29555597906845,
Star Learners @ Jurong West Pte Ltd,,0.6,,,,0.6,
Star Learners @ One-North Pte Ltd,0.349389345348529,0.4754545454545454,,,,0.40191651205936924,
Star Learners @ Pasir Ris Pte Ltd,0.6305555555555555,0.7849999999999999,,,,0.7270833333333333,
Star Learners @ Sengkang Sports Centre | Preschool & Childcare,0.0857703890312586,0.2579466659188056,,,,0.19577189926496918,
Star Learners @ Siglap Pte Ltd,0.5666666666666667,,,,,0.5666666666666667,
Star Learners @ Tampines East Pte Ltd,0.3961523192038066,0.2930709293559101,,,,0.33011580383249794,
Star Learners @ Tampines West | Preschool & Childcare,,0.3583333333333334,,,,0.3583333333333334,
Star Learners @ Tanjong Pagar Pte Ltd,,0.14166666666666666,,,,0.14166666666666666,
Star Learners @ Telok Kurau | Preschool & Childcare,0.21552842474330075,0.11562268452550584,,,,0.17287574375847387,
Star Learners @ Ubi | Preschool & Childcare,0.14099206349206347,0.14099206349206347,,,,0.14099206349206347,
Star Learners @ Upper Bukit Timah | Preschool & Childcare,0.396671981292517,0.3555745518515324,,,,0.3675613021051529,
Star Learners @ Yio Chu Kang Pte Ltd,0.19642857142857142,0.1739231820810768,,,,0.23632867132867133,
Sunflower Baby House & Preschool,0.46869047619047616,0.328730530308818,,,,0.3491413557498932,
Sunflower Childcare & Development Centre Pte Ltd,-0.03333333333333335,-0.03333333333333335,,,,-0.03333333333333335,
Sunflower Kiddy Star Preschool Pte Ltd,0.3,0.3,,,,0.3,
Sunflower Kinderhub @ AMK Pte Ltd,,0.175,,,,0.175,
Sunflower Preschool @ Bedok Reservoir,0.10035812672176309,0.10035812672176309,,,,,
Sunflower Preschool @ Clementi,0.15625,-0.10328124999999996,,,,0.01783333333333335,
Sunflower Preschool @ Frankel Pte Ltd,0.578125,0.3104166666666667,,,,0.6770833333333334,
Sunflower Preschool @ Kallang (Happy Town),,0.0,0.0,,,0.0,
Sunflower Preschool @ Mindef Pte Ltd (Chevrons),,0.2875,,,,0.2875,
Sunflower Preschool @ NSE,0.3104166666666667,0.3958333333333333,,,,0.5666666666666667,
Sunflower Preschool @ PR Town Park Pte Ltd,,0.48333333333333334,,,,0.48333333333333334,
Sunflower Preschool @ Sembawang Pte Ltd,0.4416666666666667,0.2363636363636364,,,,0.33901515151515155,
Sunflower Preschool @ Siglap Pte Ltd,0.3941540404040404,0.4525568181818182,,,,0.4233554292929293,
Sunflower Preschool @ Teck Ghee Pte Ltd,,0.08010218594586924,,,,0.08644170726926524,
Sunflower Preschool @ Tenaga,,0.65,,,,0.65,
Sunflower Preschool @ West Terra Pte Ltd,,-0.09999999999999992,,,,-0.09999999999999992,
Sunflower Preschool at Rivervale,0.05000000000000002,0.05000000000000002,,,,0.05000000000000002,
Sunshine Kids Care Centre @ Punggol Pte Ltd,0.1722972582972583,0.21108745738341445,,,,0.2506193978437556,
Super Talent Childcare Ltd (Membina),0.15066666666666664,0.2712,,,,0.22599999999999998,
"SuperGenius Preschool @ Bedok, Heartbeat@Bedok",0.3918847738020502,0.3294644166527437,,,,0.3621375723480838,
Superland Pre-School (100 AM) Pte Ltd,0.3284890839272217,0.2688113425925926,,,,0.3105857615268329,
Superland Pre-School (Ganges),0.65,0.06523809523809523,,,,0.4902777777777778,
Superland Pre-School (Outram),0.5844487283549783,0.1971952085769435,,,,0.41845731708159867,
Superland Pre-School (UE Square) Pte Ltd,0.5138185425685425,0.3866529304029304,,,,0.4449371693121693,
Superland Pre-school (Bukit Timah),0.4458155413976221,0.35074312312292677,,,,0.3781368707613983,
Superland Pre-school (River valley),,0.1628990800865801,,,,0.1628990800865801,
Swallows and Amazons Kindergarten,0.4356374458874459,0.2014654952890247,,,0.0,0.3321779448621554,
Sweetlands Childcare JE 316 Pte. Ltd.,0.4000000000000001,0.35000000000000003,,,,0.375,
TOUCH Child Care (Hougang),0.3117738095238095,0.24244401081522293,,,,0.2911832065241156,
The Little House (Montessori),0.2761628115282503,0.2740526333411432,,,,0.2754036620584983,
The Little Skool-House International Pte Ltd (At-Delta-House),0.48267045454545454,0.08725142045454548,0.2,,0.2,0.48267045454545454,
The Little Skool-House International Pte Ltd (At-Devan-Nair-Institute),0.41499999999999987,0.4149999999999999,,,,0.4149999999999999,
The Little Skool-House International Pte Ltd (At-Ministry-of-Education),0.3180465367965368,-0.02949179292929292,,,,0.14427737193362195,
The Little Skool-House International Pte Ltd (At-Mountbatten-Square),0.0,0.1563092320261438,0.0,0.0,0.0,0.1389415395787945,
The Little Skool-House International Pte Ltd (At-Outram),,0.3285714285714287,,,,0.3285714285714287,
The Little Skool-House International Pte Ltd (At-Tampines-Junction),,0.4373333333333333,,,,0.9099999999999999,
The Little Skool-House International Pte Ltd (At-Temasek-Polytechnic),0.12952760891590676,0.3030184059439378,,,,0.6499999999999999,
The Moral Childcare Centre (407 Serangoon Ave 1),0.0,0.17992815055315056,,,,0.21311001168144023,
The Orange Academy (Tampines) Pte Ltd,0.4363095238095238,0.338125,,,,0.3787037037037037,
The Orange Academy (Tiong Bahru),0.9533333333333333,0.9533333333333333,,,,0.9533333333333333,
The Orange Tree Preschool (Choa Chu Kang),0.33090225967011766,0.23637485823594798,,,,0.28713957382096505,
The Schoolhouse by Busy Bees (Alexandra),0.2379092261904762,0.23689236111111112,,,,0.23760416666666667,
The Schoolhouse by Busy Bees (Aroozoo),0.4375925925925926,0.7935714285714285,,,,0.6203571428571427,
The Schoolhouse by Busy Bees (Buckley),0.4389516313412417,0.47380952380952385,,,,0.4563805775753828,
The Schoolhouse by Busy Bees (Dover),,0.0,,,,,
The Schoolhouse by Busy Bees (Gentle Road),0.3051959783667101,0.303956547405164,,,,0.3021117820206695,
The Schoolhouse by Busy Bees (Katong),0.25633185448092277,0.07347525988750479,,,,0.21868004848043113,
The Schoolhouse by Busy Bees (Lakeside),0.4493881448412698,0.2707496279761905,,,,0.3779327380952381,
The Schoolhouse by Busy Bees (Mt Emily),0.4121401515151515,,,,,0.4121401515151515,
The Schoolhouse by Busy Bees (Prinsep),,0.17253061224489796,,,,0.3581785714285714,
The Schoolhouse by Busy Bees (Ridgewood),0.2989583333333333,,,,,0.2989583333333333,
The Schoolhouse by Busy Bees (River Valley),0.550393405117378,0.4180189885871704,,,,0.51207449506916,
The Schoolhouse by Busy Bees (Sembawang Country Club),0.3969266354560472,0.40076436635260165,,,,0.39788606818018585,
The Schoolhouse by Busy Bees (West Coast),0.3921661794312263,0.4092894755828966,,,,0.39657291005849443,
The Sunbird Child Development Centre Pte Ltd,0.31466931216931215,0.27875990675990675,,,,0.29799708822923104,
The Word Learning Centre,0.40325202134725946,0.32805225696516427,,,,0.38445208025173566,
Tinkerland Childcare Centre,0.375,0.2740277777777778,,,,0.2992708333333334,
Twinklekidz Academy Pte Ltd,0.3912937457667049,0.2672048455930035,,,,0.35662184718875894,
Twinklekidz International Schoolhouse Pte Ltd,0.3595982142857143,0.26430162974280624,,,,0.26959588443963445,
Tzu Chi Great Love Preschool (Yishun),0.31912280701754386,0.5,,,,0.32816666666666666,
Wat Patthar Educare Centre,,0.4679166666666667,,,,0.4679166666666667,
Wharton Preschool @ Serangoon North,0.35,,,,,0.35,
YWCA Bedok South Child Development Centre,0.40167685888921684,0.2677489441024344,,,,0.3164500040249007,
YWCA Bishan Child Development Centre,0.3792028356481481,0.36554362824675324,,,,0.37299410501115043,
YWCA Marine Drive Child Development Centre,0.5169240196078431,0.3119047619047619,,,,0.48617113095238096,
YWCA McNair Road Child Development Centre,0.4252007656695157,0.4021354166666667,,,,0.416963141025641,
YWCA Outram Child Development Centre,0.26922070382586255,0.2744690262889668,,,,0.31758970277224247,
YWCA Pasir Ris Child Development Centre,0.44593739593739595,0.3607142857142857,,,,0.4161093073593074,
YWCA Preschool @ Ang Mo Kio,0.323156831472621,0.5481960784313725,,,,0.4294253647586981,
YWCA Preschool @ Bukit Gombak,0.4171341165717988,0.38997098165367394,,,,0.40509590905126625,
YWCA West Coast Child Development Centre,0.2925180743292988,0.38135667903525045,,,,0.32953415962344534,
Zee Juniors,0.26982142857142855,0.26982142857142855,,,,0.26982142857142855,
Zee Learning Cove (West Coast),0.4942857142857143,0.30399999999999994,,,,0.415,
Zee Playhouse,0.383642837816945,0.25516662157287157,,,,0.3675833107864358,
