Preschool_Name,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4
My First Skool (322D Sumang Walk),,0.058333333333333334,,,
My First Skool (333 Kang Ching Road),0.7,0.6999999999999998,,,
My First Skool (341 Tampines St 33),0.2,0.2,0.2,,
My First Skool (375 Clementi Ave 4),0.5883597883597883,0.31006931560502987,,,
My First Skool (409 Jurong West St 42),0.444047619047619,0.444047619047619,,,
My First Skool (419 Bedok North St 1),0.0,0.0,,,
My First Skool (423 Yishun Ave 11),0.2,0.42500000000000004,0.42500000000000004,,0.42500000000000004
My First Skool (428 Clementi Ave 3),0.3473893329521157,0.2986501964810788,,,
My First Skool (443A Fajar Road),,-0.029017857142857147,,,
My First Skool (459 Jurong West St 41),0.4479467418546366,0.4383240789822423,,,
My First Skool (487 Pasir Ris Dr 4),,0.0,,,
My First Skool (487C Tampines St 45),0.6999999999999998,0.7,,,
My First Skool (503 Bedok North St 3),0.39972222222222226,0.3969675925925926,,,
My First Skool (505 Yung An Rd),0.015625,,0.015625,0.015625,
My First Skool (51 Fernvale Link),0.2566314814814815,0.2834191155938724,,,
My First Skool (51 Havelock Rd),,0.6,,,
My First Skool (518 Jurong West St 52),0.25625,0.21666666666666667,,,
My First Skool (524C Pasir Ris St 51),0.07285714285714286,,0.07285714285714286,0.07285714285714286,
My First Skool (528 Hougang Ave 6),0.86,0.25,0.3,0.3,0.3
My First Skool (54 Chin Swee Road),0.30515064446831364,0.3809462923666115,,,
My First Skool (571 Ang Mo Kio Ave 3),,-0.09027777777777775,,,
My First Skool (6 Segar Road),0.4682862084385522,0.36812645278828315,,,
My First Skool (612 Yishun St 61),0.0,0.2599090909090909,,,
My First Skool (63 Telok Blangah Heights),0.4514921035754369,-0.11559261445625083,,,
My First Skool (637 Pasir Ris Dr 1),0.541046176046176,0.4675324675324675,,,
My First Skool (654 Senja Road),0.2787301587301588,0.3333181648727867,,,
My First Skool (656C Jurong West St 61),0.2926348116582491,0.2976143495946485,,,
My First Skool (66 Kallang Bahru Road),0.4987606837606837,0.4627272727272727,,,
My First Skool (677 Hougang Ave 8),0.4217687074829932,,,,
My First Skool (684A Choa Chu Kang Crescent),,0.33888888888888885,,,
My First Skool (742 Woodlands Circle),0.25,-0.13125000000000003,,,
My First Skool (82 Strathmore Ave),,0.6499999999999999,,,
My First Skool (848 Woodlands St 82),,0.9099999999999999,,,
My First Skool (997 Buangkok Crescent),,0.2794642857142857,,,
My First Skool (Guillemard Crescent),,-1.0,,,
My First Skool at Blk 101 Rivervale Walk,0.6,0.6,,,
My First Skool at Blk 113 Alkaff Crescent,0.875,0.875,,,
My First Skool at Blk 153 Rivervale Crescent,0.33826797954030097,0.2485783999462168,,,
My First Skool at Blk 161 Jalan Teck Whye (New Centre Opening Soon),,0.042777777777777776,,,
My First Skool at Blk 164 Rivervale Crescent,0.6006493506493505,0.2333333333333333,0.06818181818181818,,
My First Skool at Blk 236 Toa Payoh,,0.49999999999999994,,,
My First Skool at Blk 490D Choa Chu Kang (New Centre Opening Soon),0.042857142857142864,0.1,,,
My First Skool at Blk 671A Jurong West St 65,,0.125,,,
My First Skool at Blk 85 Whampoa Drive,0.2065,0.2880242830784626,,,
My Kiddie Klubhouse Pte Ltd,0.19591856060606058,0.3140257352941176,,,
My Learning Haven (Suntec),0.34075806256198415,0.2540598304560569,,,
My Little Kingdom @ West Coast,0.28345442478413724,0.2854686997628808,,,
New Life Childcare @ Junction 10,0.19707792207792205,0.19707792207792205,,,
Newton Kindergarten,0.3159151515151515,0.16553030303030303,,,
Nobleland Arts N Learning Place @ Clementi Pte Ltd,,0.25,,,
Nobleland Arts N Learning Place @ Waterway Pte Ltd,0.2587490161353798,0.42151056014692384,,,
NurtureStars Pte Ltd (SAFRA Jurong),0.2777777777777778,-0.21074074074074067,,,
NurtureStars Pte Ltd (SAFRA Mount Faber),,0.6,,,
NurtureStars Pte Ltd (SAFRA Tampines),,-0.20416666666666658,,,
NurtureStars Pte Ltd (SAFRA Yishun Country Club),0.7509523809523809,0.48428571428571426,,,
Nurtured Nest,0.41950031309839525,0.2967918771043771,,,
Odyssey The Global Preschool - Dempsey,0.5785752688172043,0.3129487179487179,,,
Odyssey The Global Preschool Pte Ltd (Fourth Ave),0.4158018827119593,0.3975802765906933,,,
Odyssey The Global Preschool Pte Ltd (Lloyd Road),0.6845833333333333,0.3052295918367347,,,
Odyssey The Global Preschool Pte Ltd (Loyang Besar),0.38947250033966857,0.26027730599340826,,,1.0
Odyssey The Global Preschool Pte Ltd (Wilkinson),0.5498253577852498,0.4636676218739244,,,
PAP Community Foundation - Mountbatten 51,0.85,,,,
PAP Community Foundation - Nee Soon Central 367,,1.0,,,
PAP Community Foundation - Woodlands 2,0.7,,,,
PAP Community Foundation Pasir Ris East,,0.0,0.0,0.0,0.0
PCF Hampton Pre-School,0.0,0.0,0.0,,
PCF Hong Kah North Blk 315,0.7,0.7,,,
PCF Marsiling Block 302,-0.15,0.3357142857142857,,,
PCF Punggol Central Blk 292B,,-0.08888888888888889,,,
PCF Sparkletots @ Bishan East-Sin Ming Blk 409,0.32642424242424245,0.26606060606060605,0.3666666666666667,,
PCF Sparkletots @ Cheng San-Seletar Blk 502,0.7,0.7,,,
PCF Sparkletots @ Cheng San-Seletar Blk 533,,0.4083333333333333,,,
PCF Sparkletots @ Chua Chu Kang Blk 3,,0.0,,,
PCF Sparkletots @ Hong Kah North Blk 338,,0.2,,,
PCF Sparkletots @ Hong Kah North Blk 446,,-0.175,,,
PCF Sparkletots @ Hong Kah North Blk 447,0.43586647727272726,0.6,,,
PCF Sparkletots @ Jalan Kayu Blk 999,0.875,0.875,,,
PCF Sparkletots @ Kolam Ayer Blk 26B,,0.44250000000000006,,,
PCF Sparkletots @ Nee Soon Link Blk 408,0.6199999999999999,0.6,,,
PCF Sparkletots @ Sembawang Central Blk 503C,,0.049675324675324664,,,
PCF Sparkletots @ Yio Chu Kang Blk 644,,0.16333333333333333,,,
PCF Sparkletots @ Zhenghua Blk 550B,,0.2,0.20000000000000004,,
PCF Sparkletots Funhouse,1.0,1.0,,,
PCF Sparkletots Preschool @ Admiralty Blk 581 (DS),0.19392857142857142,0.4525,,,
PCF Sparkletots Preschool @ Admiralty Blk 585 (CC),0.875,0.2916666666666667,,,
PCF Sparkletots Preschool @ Admiralty Blk 687B (DS),,0.3934606481481482,,,
PCF Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 452 (DS),0.1575,,,,
PCF Sparkletots Preschool @ Ayer Rajah-Gek Poh Blk 275A (CC),1.0,1.0,,,
PCF Sparkletots Preschool @ Ayer Rajah-Gek Poh Blk 276D (KN),0.75,,,,
PCF Sparkletots Preschool @ Bedok Reservoir-Punggol Blk 414 (DS),0.15,,,,
PCF Sparkletots Preschool @ Bedok Reservoir-Punggol Blk 508 (CC),-0.05,0.5,,,
PCF Sparkletots Preschool @ Bishan East-Sin Ming Blk 181 (CC),0.25,,0.25,0.25,0.25
PCF Sparkletots Preschool @ Bishan East-Sin Ming Blk 197 (KN),0.734375,0.42287362258953165,,,
PCF Sparkletots Preschool @ Boon Lay Blk 207 (DS),,0.0,,,0.0
PCF Sparkletots Preschool @ Boon Lay Blk 262 (KN),0.21500000000000002,0.25833333333333336,,,
PCF Sparkletots Preschool @ Boon Lay Blk 627 (CC),0.6,0.6,,,
PCF Sparkletots Preschool @ Braddell Heights Blk 335 (CC),,0.0,,,
PCF Sparkletots Preschool @ Bukit Batok Blk 148 (KN),0.39166666666666666,0.39166666666666666,,,
PCF Sparkletots Preschool @ Bukit Batok East Blk 241 (KN),0.0,0.0,0.0,,
PCF Sparkletots Preschool @ Bukit Batok East Blk 285C (KN),,0.44999999999999996,,,
PCF Sparkletots Preschool @ Bukit Gombak Blk 395A (CC),,0.3333333333333333,,,
PCF Sparkletots Preschool @ Bukit Gombak Blk 535 (DS),,0.28571428571428575,,,
PCF Sparkletots Preschool @ Bukit Panjang Blk 111 (EY),,0.6,,,
PCF Sparkletots Preschool @ Bukit Timah Blk 12 (CC),-0.075,,-0.075,-0.075,
PCF Sparkletots Preschool @ Bukit Timah Blk 312B (DS),0.0,,,,
PCF Sparkletots Preschool @ Buona Vista Blk 54 (DS),0.31666666666666665,0.31666666666666665,,,
PCF Sparkletots Preschool @ Cashew Blk 183 (CC),,0.46875,0.46875,0.46875,
PCF Sparkletots Preschool @ Changi-Simei Blk 119 (KN),0.10585714285714284,0.4219642857142857,0.1,,0.1
PCF Sparkletots Preschool @ Changi-Simei Blk 131 (KN),,0.13636363636363635,,,
PCF Sparkletots Preschool @ Chong Pang Blk 122 (KN),0.78,0.7799999999999999,,,
PCF Sparkletots Preschool @ Clementi Blk 330 (DS),0.7,0.26666666666666666,,,
PCF Sparkletots Preschool @ Eunos Blk 122 (CC),0.52,,,,
PCF Sparkletots Preschool @ Eunos Blk 620 (CC),0.47083333333333327,0.3,,,
PCF Sparkletots Preschool @ Fengshan Blk 115 (CC),0.0,0.07619047619047618,,,
PCF Sparkletots Preschool @ Fengshan Blk 126 (DS),0.3428571428571428,0.34285714285714286,,,
PCF Sparkletots Preschool @ Fernvale Blk 436D (EY),0.0,0.6,,,
PCF Sparkletots Preschool @ Fernvale Blk 443 (EY),0.48750000000000004,0.48750000000000004,,,
PCF Sparkletots Preschool @ Fernvale Blk 469B (EY),,0.4666666666666667,,,
PCF Sparkletots Preschool @ Geylang Serai Blk 412 (CC),0.8,0.8000000000000002,,,
PCF Sparkletots Preschool @ Hougang Blk 328 (DS),0.7,0.7285714285714285,,,
PCF Sparkletots Preschool @ Jalan Kayu Blk 970 (DS),0.7,,,,
PCF Sparkletots Preschool @ Jalan Kayu Blk 987C (DS),0.15567340067340066,0.13318742985409654,,,
PCF Sparkletots Preschool @ Jurong Central Blk 308 (CC),0.4155519480519481,,,,
PCF Sparkletots Preschool @ Jurong Central Blk 403 (CC),0.1986111111111111,,,0.1986111111111111,
PCF Sparkletots Preschool @ Jurong Spring Blk 553 (CC),0.09999999999999998,-0.2683809523809523,0.09999999999999998,,
PCF Sparkletots Preschool @ Kaki Bukit Blk 525 (CC),0.3674675324675324,0.36746753246753244,,,
PCF Sparkletots Preschool @ Kebun Baru Blk 109 (CC),0.24583333333333335,0.33749999999999997,,,
PCF Sparkletots Preschool @ Kebun Baru Blk 260B (CC),0.1,,,,
PCF Sparkletots Preschool @ Kembangan-Chai Chee Blk 32 (CC),,0.18402116402116403,-0.07433862433862432,-0.07433862433862432,
PCF Sparkletots Preschool @ Limbang Blk 786 (EY),,0.6,,,
PCF Sparkletots Preschool @ Moulmein-Cairnhill Blk 50 (CC),0.3592592592592592,0.4009259259259259,,,
PCF Sparkletots Preschool @ Nee Soon Link Blk 461 (EY),0.4884722222222222,0.37769444444444444,,,
PCF Sparkletots Preschool @ Nee Soon South Blk 879 (EY),0.5,-0.3499999999999999,,,
PCF Sparkletots Preschool @ Pasir Ris West Blk 650 (EY),,-0.07352525252525256,,,
PCF Sparkletots Preschool @ Pasir Ris West Blk 738 (EY),,0.04999999999999999,,,
PCF Sparkletots Preschool @ Paya Lebar Blk 23 (KN),0.2575439266615738,0.2989132925897632,,,
PCF Sparkletots Preschool @ Pioneer Blk 661B (CC),0.7,0.7,,,
PCF Sparkletots Preschool @ Potong Pasir Blk 14 (KN),0.8654166666666667,0.32708333333333334,,,
PCF Sparkletots Preschool @ Punggol Coast Blk 303A (DS),0.3,,,,
PCF Sparkletots Preschool @ Punggol Shore Blk 105D (KN),0.4166666666666667,0.7,0.6,0.6,
PCF Sparkletots Preschool @ Punggol Shore Blk 174D (KN),0.4343939393939394,,,,
PCF Sparkletots Preschool @ Punggol Shore Blk 622C (CC),0.3476190476190476,0.05,0.0,,
PCF Sparkletots Preschool @ Punggol West Blk 222 (CC),0.0,0.0,,,
PCF Sparkletots Preschool @ Punggol West Blk 271A (KN),-0.12875,-0.026901234567901236,,-0.2575,
PCF Sparkletots Preschool @ Punggol West Blk 308B (DS),,0.4,,,
PCF Sparkletots Preschool @ Queenstown Blk 145 (CC),,0.39022727272727276,,,
PCF Sparkletots Preschool @ Queenstown Blk 3 (KN),0.0,1.0,,,
PCF Sparkletots Preschool @ Radin Mas Blk 18 (DS),,0.0,,,
PCF Sparkletots Preschool @ Radin Mas Blk 70A (KN),0.8000000000000002,0.8,,,
PCF Sparkletots Preschool @ Sembawang Central Blk 504A (CC),,0.0,,,
PCF Sparkletots Preschool @ Sembawang West Blk 780D (CC),,-0.23888888888888885,,,
PCF Sparkletots Preschool @ Sembawang West Blk 789 (KN),0.5,,0.5,,0.5
PCF Sparkletots Preschool @ Sengkang Central Blk 208 (CC),0.0,0.30793650793650795,,,
PCF Sparkletots Preschool @ Sengkang Central Blk 270 (CC),0.265,0.5055753968253969,,,
PCF Sparkletots Preschool @ Sengkang East Blk 103 (EY),0.6319047619047619,,,,
PCF Sparkletots Preschool @ Sengkang East Blk 143 (KN),,0.29619047619047617,-0.13458333333333333,0.06166666666666667,
PCF Sparkletots Preschool @ Sengkang East Blk 194 (CC),0.8,0.8,,,
PCF Sparkletots Preschool @ Sengkang North Blk 206A (EY),0.4055555555555556,0.3169708994708995,0.0,,
PCF Sparkletots Preschool @ Sengkang North Blk 290A (CC),0.4761160714285714,,,,
PCF Sparkletots Preschool @ Serangoon Blk 226 (KN),0.06416666666666666,0.06416666666666666,,,
PCF Sparkletots Preschool @ Siglap Blk 172 (CC),0.20000000000000004,0.2,,,
PCF Sparkletots Preschool @ Taman Jurong Blk 352 (DS),0.5883333333333334,,,,
PCF Sparkletots Preschool @ Tampines Central Blk 725 (DS),,0.2,,,
PCF Sparkletots Preschool @ Tampines Changkat Blk 112 (CC),0.8,0.8000000000000002,,,
PCF Sparkletots Preschool @ Tampines North Blk 492 (CC),0.2810064935064935,0.2810064935064935,,,
PCF Sparkletots Preschool @ Tampines West Blk 140 (DS),0.0,0.016666666666666663,0.0,,
PCF Sparkletots Preschool @ Teck Ghee Blk 415 (CC),,0.05859788359788361,,,
PCF Sparkletots Preschool @ Telok Blangah Blk 44 (CC),0.21399999999999997,-0.17666666666666667,,,
PCF Sparkletots Preschool @ Telok Blangah Blk 78A (DS),,0.7,,,
PCF Sparkletots Preschool @ Toa Payoh Central Blk 157 (KN),0.4513799805636541,0.3584615384615385,,,
PCF Sparkletots Preschool @ Ulu Pandan Blk 15 (CC),,0.3670833333333333,,,
PCF Sparkletots Preschool @ Woodgrove Blk 334 (CC),0.9099999999999999,,,,
PCF Sparkletots Preschool @ Woodgrove Blk 364 (KN),0.4361858974358974,0.12979395604395605,,,
PCF Sparkletots Preschool @ Woodgrove Blk 501 (KN),0.0,0.0,,,
PCF Sparkletots Preschool @ Woodgrove Blk 571B (CC),,0.2,,,
PCF Sparkletots Preschool @ Woodgrove Blk 894D (CC),0.6000000000000001,,,,
PCF Sparkletots Preschool @ Woodlands Blk 677 (CC),,0.0,,,
PCF Sparkletots Preschool @ Woodlands Blk 801 (CC),0.0,0.6,0.6,,
PCF Sparkletots Preschool @ Woodlands Blk 875 (KN),,-0.2,-0.20000000000000004,,
PCF Sparkletots Preschool @ Yew Tee Blk 682 (KN),0.10525,0.10525,,,
PCF Sparkletots Preschool @ Yew Tee Blk 690D (KN),,0.0,,,
PCF Sparkletots Preschool @ Yio Chu Kang Blk 644 (EY),,-0.9099999999999998,,,
PCF Sparkletots Preschool @ Zhenghua Blk 455A (KN),0.1,0.32187499999999997,,,
PCF Whampoa Education Centre,0.0,0.39,,0.0,
PCF Woodlands Blk 894D,0.6000000000000001,,,,
PCS Grow & Glow @ Holland Village Childcare Centre,0.65,,,,
PPS Ghim Moh,0.7,0.2888888888888889,,,
PPS Yishun,0.5117857142857143,0.399375,,,
Paya Lebar Methodist Church Covenant Kindergarten,0.29,0.6,,,
Picket Fence @ Tampines Pte Ltd,0.3711111111111111,-0.1975091189674523,,,
PlayFACTO School @ Aljunied,0.3527265184310639,0.09249999999999999,,,
Posso Preschool @ Jurong East,0.3166708605547891,0.3371825396825397,,,
Posso Preschool @ Tampines Point Pte Ltd,0.37872727272727275,0.26333333333333336,,,
Posso Preschool @ West Coast Rise Pte Ltd,,0.24,,,
Pre-School By-The-Park (Dunearn) Pte Ltd,0.2375,0.30213541666666666,,,
Preschool By-The-Park (Evans),0.3751730769230769,0.13551923076923078,,,
Pro-Teach BASC (Toa Payoh Branch),0.15,0.19444444444444442,,,
Pro-Teach Education Group Pte Ltd - Yuhua Branch,0.0,0.0,,,
Pro-Teach Student Care(Tampines),0.18124999999999997,0.37910052910052916,,,
Pu Ti Child Care Centre,0.45475396825396824,0.617343537414966,,,
Raffles Kidz @ Ang Mo Kio Ã¢ÂÂ Best Childcare Centre and Preschool (along Yio Chu Kang Rd),0.3993943604661598,0.25620161790560275,,,
Raffles Kidz @ Bukit Panjang Ã¢ÂÂ Best Childcare Centre And Preschool,0.40964181708400316,0.33795515026113093,,,
Raffles Kidz @ Punggol Ã¢ÂÂ Best Childcare Centre and Preschool,0.39645601548221215,0.3109616495271866,,,
Raffles Kidz @ Yio Chu Kang,0.3730486534059156,0.3235761924965563,,,
Raffles Kidz @ Yishun Ã¢ÂÂ Best Childcare Centre and Preschool,0.14277777777777775,0.20309090909090913,,,
Raffles Montessori (Aljunied) Preschool,0.36759991089157756,0.0030423280423280963,,,
Rain Tree Montessori Schoolhouse @ Bedok,0.42444655716832186,0.30017148553606887,,,
Rainbow Cove @ Alexandra,0.21856655620718124,0.28852531987516267,,,
Ramakrishna Mission Sarada Kindergarten,0.4265914786967418,0.3628571428571429,,0.19285714285714287,
Riverlife Kindergarten,0.3687270043286808,0.3302157853886323,,,
Rosyth Child Care Centre,0.46461833038756123,0.5136341240129119,,,
SDM Childcare Centre Pte Ltd (Choa Chu Kang),0.46845238095238095,0.10083333333333333,,,
SDM Ichiban (Yunnan) Childcare Centre,1.0,0.40111111111111103,,,
SDM-Moriah Preschool (Greenwich) Pte Ltd,,0.24538496071829408,,,
SGM Murni,-0.0875,,-0.0875,,
Safari House Preschool Bt Batok,0.037500000000000006,-0.0499611960224205,,,
Safari House Preschool Lakeside,0.0,0.3238095238095238,,,
Safari House Preschool Thomson,,-0.7375,-0.7375000000000002,,
Safari House Preschool Woodlands,0.15333333333333335,,,,
Schoolhouse By The Bay Pte Ltd,0.13333333333333336,0.0,,,
Sengkang Methodist Preschool,0.4386768353174603,0.18499999999999997,0.0,0.0,
Seventh-day Adventist Conference (Singapore) - Adventist Schoolhouse,0.5142087487428397,0.3499301161801162,,,
Shalom Kindergarten,0.5223809523809523,0.011904761904761902,,,
Shaws CDLC @ Braddell Heights Pte Ltd,0.41763328202298794,0.27733175531421145,,,
Shaws CDLC @ Mountbatten Pte Ltd (Mountbatten Road),0.48569805194805193,0.6601190476190477,,,
Shaws Preschool @ Katong Post,0.41875000000000007,,,,
Sheffield Kidsworld (St Anne) Pte Ltd,0.4083333333333333,-0.04378787878787878,,,
Singapore Hokkien Huay Kuan Pre-School,0.29454545454545455,,,,
Skool4Kidz Campus @ Fernvale,0.09467914438502674,0.15229090354090355,-0.09327094474153297,,
Skool4Kidz Campus @ One Punggol,0.31065062388591796,0.31065062388591796,,,
Skool4Kidz Campus @ Sengkang Riverside Park,0.2051369992441421,-0.11346560846560844,0.14375000000000002,,
Skool4Kidz Campus @ Yishun,0.4177104377104377,0.43030303030303035,,,
Skool4Kidz Centre (Marsiling Drive),,-0.15000000000000002,,,
Skool4Kidz Centre (Sembawang Canberra East Crown),,-1.0,,,
Skool4Kidz Centre (Sembawang Sunbreeze),0.0,-0.3135714285714285,,,
Skool4Kidz Centre (Yishun Oleander Breeze),0.6166666666666667,,,,
Skool4Kidz Centre (Yishun Orchid Spring),0.7,,,,
Skool4Kidz Preschool @ Punggol Waterway Banks,,0.3775085034013606,,,
Skool4Kidz Preschool @ Sembawang Canberra East Creek,-0.14166666666666666,,,,
Skool4Kidz Preschool @ Tampines GreenRidges,-0.06638888888888889,0.09004497354497353,,,
Small Wonder @ Choa Chu Kang,,0.0,,,
Small Wonder @ Jurong East,0.30166666666666664,0.1966190476190476,0.0,,0.0
Small Wonder @ Jurong West,,0.09227272727272727,,,
Small Wonder @ Nee Soon,0.3501397619047619,0.11057870370370369,,,
Small Wonder Preschool (Nordcom II),0.3189342403628118,0.23492151911269557,,,
Small Wonder Preschool (Punggol),0.06136363636363637,0.10208263958263958,,,
Small Wonder Preschool (Serangoon),0.32467717366624477,0.27288706580310657,,,
Small Wonder Preschool Taman Jurong,0.12222222222222223,,0.12222222222222223,,0.12222222222222223
Small Wonder Tampines,0.417,0.417,,,
Small Wonder Yishun Central (formerly Eager Beaver Preschool),0.2875,0.04208754208754208,,,
Small Wonder Zoophonics Nordcom I,,0.3694638694638695,,,
Smiling Star Student Care Centre @ Choa Chu Kang,,0.4825,,,
Sparkle Care @ Eunos,0.4,0.4,,,
Spring Brainy Kidz (Bukit Batok) Pte Ltd,0.35,0.22636363636363635,,,
Spring Brainy Kidz (Potong Pasir) Pte Ltd,0.29545454545454547,0.0703219696969697,,,
Spring Brainy Kidz (SIMS),0.325,,,,
Spring Brainy Kidz (Ubi) Pte Ltd,0.28,0.45208333333333334,,,
Spring Brainy Kidz (Yishun 716),0.35,,0.3499999999999999,,
St. JamesÃÂ Church Kindergarten (Leedon),0.6780357142857142,0.6780357142857143,,,
Star Learners @ Bedok Pte Ltd,0.52423676493286,0.4627599524658348,,,
Star Learners @ Boon Keng Pte Ltd,,0.3,,,
Star Learners @ Bukit Batok Pte Ltd,0.28098039215686277,0.37988043702329416,,,
Star Learners @ Bukit Panjang Pte Ltd,0.5422222222222223,0.43670617742046314,,,
Star Learners @ CCK Sports Centre Pte Ltd,0.2619047619047619,0.6508019652305366,,,
Star Learners @ Elias Pte Ltd,,0.36388888888888893,,,
Star Learners @ Gambas Pte Ltd,0.3401746031746032,0.6416666666666667,,,
Star Learners @ Jurong East Pte Ltd,0.31705889917695473,0.2871417929390351,,,
Star Learners @ Jurong West Pte Ltd,,0.6,,,
Star Learners @ One-North Pte Ltd,0.349389345348529,0.4754545454545454,,,
Star Learners @ Pasir Ris Pte Ltd,0.6305555555555555,0.7849999999999999,,,
Star Learners @ Sengkang Sports Centre | Preschool & Childcare,0.0857703890312586,0.2579466659188056,,,
Star Learners @ Siglap Pte Ltd,0.5666666666666667,,,,
Star Learners @ Tampines East Pte Ltd,0.3961523192038066,0.2930709293559101,,,
Star Learners @ Tampines West | Preschool & Childcare,,0.3583333333333334,,,
Star Learners @ Tanjong Pagar Pte Ltd,,0.14166666666666666,,,
Star Learners @ Telok Kurau | Preschool & Childcare,0.26342363024181203,0.1062694924829886,,,
Star Learners @ Ubi | Preschool & Childcare,0.14099206349206347,0.14099206349206347,,,
Star Learners @ Upper Bukit Timah | Preschool & Childcare,0.396671981292517,0.3555745518515324,,,
Star Learners @ Yio Chu Kang Pte Ltd,0.19642857142857142,0.19530694795400674,,,
Sunflower Baby House & Preschool,0.46869047619047616,0.328730530308818,,,
Sunflower Childcare & Development Centre Pte Ltd,-0.03333333333333335,-0.03333333333333335,,,
Sunflower Kiddy Star Preschool Pte Ltd,0.3,0.3,,,
Sunflower Kinderhub @ AMK Pte Ltd,,0.175,,,
Sunflower Preschool @ Bedok Reservoir,0.10035812672176309,0.10035812672176309,,,
Sunflower Preschool @ Clementi,0.15625,-0.08103571428571425,,,
Sunflower Preschool @ Frankel Pte Ltd,0.578125,0.38802083333333337,,,
Sunflower Preschool @ Kallang (Happy Town),,0.0,0.0,,
Sunflower Preschool @ Mindef Pte Ltd (Chevrons),,0.2875,,,
Sunflower Preschool @ NSE,0.3958333333333333,0.3958333333333333,,,
Sunflower Preschool @ PR Town Park Pte Ltd,,0.48333333333333334,,,
Sunflower Preschool @ Sembawang Pte Ltd,0.4416666666666667,0.2363636363636364,,,
Sunflower Preschool @ Siglap Pte Ltd,0.3941540404040404,0.4525568181818182,,,
Sunflower Preschool @ Teck Ghee Pte Ltd,,0.08142291955491007,,,
Sunflower Preschool @ Tenaga,,0.65,,,
Sunflower Preschool @ West Terra Pte Ltd,,-0.09999999999999992,,,
Sunflower Preschool at Rivervale,0.05000000000000002,0.05000000000000002,,,
Sunshine Kids Care Centre @ Punggol Pte Ltd,0.1722972582972583,0.22654621657185633,,,
Super Talent Childcare Ltd (Membina),0.15066666666666664,0.2712,,,
"SuperGenius Preschool @ Bedok, Heartbeat@Bedok",0.3918847738020502,0.3294644166527437,,,
Superland Pre-School (100 AM) Pte Ltd,0.3284890839272217,0.2688113425925926,,,
Superland Pre-School (Ganges),0.65,0.14194444444444446,,,
Superland Pre-School (Outram),0.5844487283549783,0.2122690350945641,,,
Superland Pre-School (UE Square) Pte Ltd,0.5138185425685425,0.3866529304029304,,,
Superland Pre-school (Bukit Timah),0.4458155413976221,0.35074312312292677,,,
Superland Pre-school (River valley),,0.1628990800865801,,,
Swallows and Amazons Kindergarten,0.4306864801864802,0.2014654952890247,,,0.0
Sweetlands Childcare JE 316 Pte. Ltd.,0.4000000000000001,0.35000000000000003,,,
TOUCH Child Care (Hougang),0.3117738095238095,0.2519728650137741,,,
The Little House (Montessori),0.2761628115282503,0.2740526333411432,,,
The Little Skool-House International Pte Ltd (At-Delta-House),0.48267045454545454,0.14689078282828286,0.2,,0.2
The Little Skool-House International Pte Ltd (At-Devan-Nair-Institute),0.41499999999999987,0.4149999999999999,,,
The Little Skool-House International Pte Ltd (At-Ministry-of-Education),0.3180465367965368,-0.02949179292929292,,,
The Little Skool-House International Pte Ltd (At-Mountbatten-Square),0.0,0.1563092320261438,0.0,0.0,0.0
The Little Skool-House International Pte Ltd (At-Outram),,0.3285714285714287,,,
The Little Skool-House International Pte Ltd (At-Tampines-Junction),,0.5161111111111111,,,
The Little Skool-House International Pte Ltd (At-Temasek-Polytechnic),0.3030184059439378,0.3030184059439378,,,
The Moral Childcare Centre (407 Serangoon Ave 1),0.0,0.1942497995831329,,,
The Orange Academy (Tampines) Pte Ltd,0.5090277777777777,0.3201388888888889,,,
The Orange Academy (Tiong Bahru),0.9533333333333333,0.9533333333333333,,,
The Orange Tree Preschool (Choa Chu Kang),0.33090225967011766,0.23637485823594798,,,
The Schoolhouse by Busy Bees (Alexandra),0.2379092261904762,0.23689236111111112,,,
The Schoolhouse by Busy Bees (Aroozoo),0.47259999999999996,0.7935714285714285,,,
The Schoolhouse by Busy Bees (Buckley),0.4389516313412417,0.47380952380952385,,,
The Schoolhouse by Busy Bees (Dover),,0.0,,,
The Schoolhouse by Busy Bees (Gentle Road),0.3051959783667101,0.3020612708936692,,,
The Schoolhouse by Busy Bees (Katong),0.25633185448092277,0.08477914602404399,,,
The Schoolhouse by Busy Bees (Lakeside),0.4493881448412698,0.2707496279761905,,,
The Schoolhouse by Busy Bees (Mt Emily),0.4121401515151515,,,,
The Schoolhouse by Busy Bees (Prinsep),,0.21378571428571427,,,
The Schoolhouse by Busy Bees (Ridgewood),0.2989583333333333,,,,
The Schoolhouse by Busy Bees (River Valley),0.550393405117378,0.4180189885871704,,,
The Schoolhouse by Busy Bees (Sembawang Country Club),0.3969266354560472,0.40076436635260165,,,
The Schoolhouse by Busy Bees (West Coast),0.3921661794312263,0.4092894755828966,,,
The Sunbird Child Development Centre Pte Ltd,0.31466931216931215,0.27875990675990675,,,
The Word Learning Centre,0.40325202134725946,0.32805225696516427,,,
Tinkerland Childcare Centre,0.375,0.2740277777777778,,,
Twinklekidz Academy Pte Ltd,0.3912937457667049,0.2672048455930035,,,
Twinklekidz International Schoolhouse Pte Ltd,0.3595982142857143,0.26430162974280624,,,
Tzu Chi Great Love Preschool (Yishun),0.31912280701754386,0.5,,,
Wat Patthar Educare Centre,,0.4679166666666667,,,
Wharton Preschool @ Serangoon North,0.35,,,,
