Preschool_Name,Distance_To_User_km_x,Average_Stars_x,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,fees_sc_nursery_x,fees_pr_nursery_x,curriculum_active_learning_x,curriculum_bilingual_curriculum_x,curriculum_child_directed_x,curriculum_chinese_curriculum_x,curriculum_early_years_development_framework_x,curriculum_english_curriculum_x,curriculum_ib_pyp_x,curriculum_inquiry_based_x,curriculum_integrated_curriculum_x,curriculum_montessori_x,curriculum_moe_x,curriculum_nurturing_early_learners_curriculum_x,curriculum_play_based_curriculum_x,curriculum_project_based_x,curriculum_reggio_emilia_approach_x,curriculum_spark_certified_curriculum_x,curriculum_thematic_x,curriculum_isteam_x,programme_aesthetics_&_creative_expression_x,programme_chinese_x,programme_digital_skills_x,programme_discovery_of_the_word_x,programme_english_x,programme_language_and_literacy_x,programme_math_x,programme_moral_education_x,programme_motor_skill_development_x,programme_music_x,programme_nature_x,programme_numeracy_x,programme_problem-solving_skills_x,programme_project_work_x,programme_science_x,programme_sensory_play_x,programme_social_&_emotional_development_x,programme_speech_and_drama_x,programme_sports_x,Cosine_Similarity,Euclidean_Distance,Manhattan_Distance,Primary_key,Latitude_Longitude,Distance_Constraint,Infant_Care_Singaporean,Playgroup_Singaporean,Nursery_Singaporean,Kindergarten_Singaporean,Infant_Care_PR,Playgroup_PR,Nursery_PR,Kindergarten_PR,Education_Level,Aesthetics_Creative_Expression,Chinese,Digital_Skills,Discovery_of_the_World,English,Language_and_Literacy,Math,Moral_Education,Motor_Skill_Development,Music,Nature,Numeracy,Problem-solving_Skills,Project Work,Science,Sensory Play,Social & Emotional Development,Speech and Drama,Sports,Active Learning Curriculum,Bilingual Curriculum,Child Directed,Chinese Curriculum,Early Years Development Framework,English Curriculum,IB PYP,Inquiry Based,Integrated Curriculum,Montessori,MOE,Nurturning Early Learners Curriculum,Play-based Curriculum,Project-based Curriculum,Reggio Emilia approach,SPARK certified Curriculum,Thematic,ISteam,user_monday_drop_off,user_monday_pick_up,user_tuesday_drop_off,user_tuesday_pick_up,user_wednesday_drop_off,user_wednesday_pick_up,user_thursday_drop_off,user_thursday_pick_up,user_friday_drop_off,user_friday_pick_up,user_saturday_drop_off,user_saturday_pick_up,user_sunday_drop_off,user_sunday_pick_up,Preschool_Latitude,Preschool_Longitude,Distance_To_User_km_y,Within_Distance_Constraint,Monday_Start_Number,Monday_End_Number,Tuesday_Start_Number,Tuesday_End_Number,Wednesday_Start_Number,Wednesday_End_Number,Thursday_Start_Number,Thursday_End_Number,Friday_Start_Number,Friday_End_Number,Saturday_Start_Number,Saturday_End_Number,Sunday_Start_Number,Sunday_End_Number,Monday_Open,Monday_Close,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Sunday_Open,Sunday_Close,Within_Opening_Hours_Constraint,Location_Type,Address,Opening_Hours,Preschool_Website,Google_Website,Update_Time,Stars,Average_Stars_y,Sunday_Start,Sunday_End,Monday_Start,Monday_End,Tuesday_Start,Tuesday_End,Wednesday_Start,Wednesday_End,Thursday_Start,Thursday_End,Friday_Start,Friday_End,Saturday_Start,Saturday_End,Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,fees_link,fees_sc_infant_care,fees_sc_playgroup,fees_sc_nursery_y,fees_sc_kindergarten,fees_pr_infant_care,fees_pr_playgroup,fees_pr_nursery_y,fees_pr_kindergarten,Within_Fees_Constraint,txt_file_opened,found_curriculum,curriculum_active_learning_y,curriculum_bilingual_curriculum_y,curriculum_child_directed_y,curriculum_chinese_curriculum_y,curriculum_early_years_development_framework_y,curriculum_english_curriculum_y,curriculum_ib_pyp_y,curriculum_inquiry_based_y,curriculum_integrated_curriculum_y,curriculum_montessori_y,curriculum_moe_y,curriculum_nurturing_early_learners_curriculum_y,curriculum_play_based_curriculum_y,curriculum_project_based_y,curriculum_reggio_emilia_approach_y,curriculum_spark_certified_curriculum_y,curriculum_thematic_y,curriculum_isteam_y,found_programme,programme_aesthetics_&_creative_expression_y,programme_chinese_y,programme_digital_skills_y,programme_discovery_of_the_word_y,programme_english_y,programme_language_and_literacy_y,programme_math_y,programme_moral_education_y,programme_motor_skill_development_y,programme_music_y,programme_nature_y,programme_numeracy_y,programme_problem-solving_skills_y,programme_project_work_y,programme_science_y,programme_sensory_play_y,programme_social_&_emotional_development_y,programme_speech_and_drama_y,programme_sports_y,found_levels,levels_infant_care,levels_playgroup,levels_nursery,levels_kindergarten,Within_Levels_Constraint,user_level
YMCA Child Development Centre @ Toa Payoh,0.5811599754903897,0.75,,,,,,,0.3889854643636492,0.0850762331838566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,48:40.1,"1.3494250695437504, 103.74952398597276",20,0,0,1000,0,0,0,0,0,2,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,7,15,7,15,,,7,15,7,15,,,,,1.3364949,103.8539854,11.701057667521392,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100.0,100.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Kindergarten,"Blk 44 Lor. 5 Toa Payoh, #01-117, Singapore 310044 ","Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm",https://www.ymca.edu.sg/centres/cdc-list.html,"https://www.google.com/maps/place/YMCA+Child+Development+Centre/@1.3364949,103.8539854,17z/data=!3m1!4b1!4m6!3m5!1s0x31da17680ede346d:0xa0eb69fb9a049f1b!8m2!3d1.3364949!4d103.8539854!16s%2Fg%2F11r82ymfkq?entry=ttu",2024-04-12 05:56:35.352244,"5, 3",4.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,,,,,,,https://ymcacdc.edu.sg/admission-fees/,,784.8,784.8,784.8,,809.86,809.86,809.86,1.0,ymca_edu_sg_centres_cdc_list_html.txt,['thematic'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['playgroup', 'nursery', 'kindergarten']",0.0,1.0,1.0,1.0,1.0,3
Wat Patthar Educare Centre,0.5473193805788809,1.0,,0.4679166666666667,,,,0.4679166666666667,0.4452047194585198,0.07623318385650224,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.38059649723041755,3.808513621338078,15.284736232667068,48:40.1,"1.3494250695437504, 103.74952398597276",20,0,0,1000,0,0,0,0,0,2,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,7,15,7,15,,,7,15,7,15,,,,,1.4361557,103.7978181,11.037543212126176,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100.0,100.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,School,"Blk 664 Woodlands Ring Rd, Singapore 730664 ","Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm",http://www.wpecc.info/,"https://www.google.com/maps/place/Wat+Patthar+Educare+Centre/@1.4361557,103.7978181,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13a1dcf8cafd:0xd0d0f44852c01b49!8m2!3d1.4361557!4d103.7978181!16s%2Fg%2F1tdzchgw?entry=ttu",2024-04-12 05:54:55.523283,"5, 5, 5",5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,,0.4679166666666667,,,,0.4679166666666667,https://preschooler.sg/profile/1919/WAT-PATTHAR-EDUCARE-CENTRE,,800.0,800.0,800.0,,800.0,800.0,800.0,1.0,"https___www_wpecc_info_newsfeatures_h_is3hspyflmbh, https___www_wpecc_info_learning_resources_h_ki78xukwfvcj, https___www_wpecc_info_downloads_h_804nbdh2ash2, https___www_wpecc_info_learning_resources_h_xplyymh4b8uf, https___www_wpecc_info_newsfeatures_h_4w9vt0hd666i, https___www_wpecc_info_learning_resources_h_ikrefdh0t85y, https___www_wpecc_info_home, https___www_wpecc_info_testimonials_h_5y4d1mg8prew, https___www_wpecc_info_annoucement_h_14bs5syjnvy, https___www_wpecc_info_learning_resources, https___www_wpecc_info_learning_resources_h_d3ofisy9tyrp, https___www_wpecc_info_downloads_h_cl8sp6yc1ct4, https___www_wpecc_info_learning_resources_h_lfuvf8r79ep7, https___www_wpecc_info_home_h_s1xnt0rvi2xx, https___www_wpecc_info_home_h_4j7gez9zit7x, https___www_wpecc_info_learning_resources_h_cl8sp6yc1ct4, https___www_wpecc_info_newsfeatures, https___www_wpecc_info_home_h_5y4d1mg8prew, https___www_wpecc_info_annoucement_h_5y4d1mg8prew, https___www_wpecc_info_learning_resources_h_diuc1e31fwq6, https___www_wpecc_info_contact_us_h_cl8sp6yc1ct4, https___www_wpecc_info_downloads_h_5c4tcblfa3iw, https___www_wpecc_info__h_5y4d1mg8prew, https___www_wpecc_info_downloads, https___www_wpecc_info_home_h_cl8sp6yc1ct4, https___www_wpecc_info_contact_us_h_zf0gymd1blme, https___www_wpecc_info_learning_resources_h_ezui2ni8mkf5, https___www_wpecc_info_home_h_xvk4serbx6un, https___www_wpecc_info_downloads_h_m86jj2hil90k, https___www_wpecc_info_learning_resources_h_583ptpy6cnws, https___www_wpecc_info_newsfeatures_h_bkl79fnoob98, https___www_wpecc_info_home_h_gyg4g0ywpyvo, https___www_wpecc_info_learning_resources_h_qaqhw3nkv3ky, https___www_wpecc_info_home_h_1fefsdpiyxyc, https___www_wpecc_info_home_h_i9i70ooi8jsj, https___www_wpecc_info_newsfeatures_h_8kvsza6v3jy5, https___www_wpecc_info_home_h_ww1cuqcqlxxf, https___www_wpecc_info_learning_resources_h_dvh2pcqrvnj6, https___www_wpecc_info_contact_us_h_5y4d1mg8prew, https___www_wpecc_info_newsfeatures_h_layer4odsss1, https___www_wpecc_info_learning_resources_h_ehdg6d2k7v6, https___www_wpecc_info_learning_resources_h_ubi6kpw7rpx8, https___www_wpecc_info_downloads_h_5y4d1mg8prew, https___www_wpecc_info_annoucement, https___www_wpecc_info_learning_resources_h_o13ie639ui80, https___www_wpecc_info_annoucement_h_cl8sp6yc1ct4, https___www_wpecc_info__h_14bs5syjnvy, https___www_wpecc_info_learning_resources_h_c9luvmz0nudc, https___www_wpecc_info_newsfeatures_h_t49nxciqr28h, https___www_wpecc_info_learning_resources_h_u6wby8z2sgvn, https___www_wpecc_info_learning_resources_h_u74syyccgw1z, https___www_wpecc_info_newsfeatures_h_cl8sp6yc1ct4, https___www_wpecc_info__h_cl8sp6yc1ct4, https___www_wpecc_info_contact_us_h_jtqpd2b6i25m, https___www_wpecc_info_testimonials_h_cl8sp6yc1ct4, https___www_wpecc_info_learning_resources_h_m3t2zqjih8vr, https___www_wpecc_info_testimonials, https___www_wpecc_info_newsfeatures_h_5y4d1mg8prew, https___www_wpecc_info_learning_resources_h_2d2thawbfb0t, https___www_wpecc_info_contact_us, https___www_wpecc_info_home_h_a7xqtxec8ajt, https___www_wpecc_info_learning_resources_h_5y4d1mg8prew, https___www_wpecc_info_learning_resources_h_8ionvitcbdif","['chinese_curriculum', 'early_years_development_framework', 'integrated_curriculum', 'moe', 'nurturing_early_learners_curriculum', 'spark_certified_curriculum', 'thematic']",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,"['aesthetics & creative expression', 'discovery of the word', 'english', 'language and literacy', 'math', 'problem-solving skills', 'project work', 'science']",1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,"['playgroup', 'nursery', 'kindergarten']",0.0,1.0,1.0,1.0,1.0,3
The Sunbird Child Development Centre Pte Ltd,0.8963944992366661,0.9375,0.3146693121693121,0.2787599067599067,,,,0.297997088229231,0.14931390316973037,0.21973094170403595,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.41377834885099135,3.5320857193681365,13.768487100618824,48:40.1,"1.3494250695437504, 103.74952398597276",20,0,0,1000,0,0,0,0,0,2,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,7,15,7,15,,,7,15,7,15,,,,,1.3866153,103.9060248,17.88187877578587,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100.0,100.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Day care center,"122A Sengkang E Wy, Singapore 541122 ","Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm",http://www.sunbird.com.sg/,"https://www.google.com/maps/place/The+Sunbird+Child+Development+Centre/@1.3866153,103.9060248,17z/data=!3m1!4b1!4m6!3m5!1s0x31da161bca4bf3ab:0xa9ea8bddd469944b!8m2!3d1.3866153!4d103.9060248!16s%2Fg%2F1tmk602g?entry=ttu",2024-04-12 05:50:47.750108,"5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 4",4.75,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,0.3146693121693121,0.2787599067599067,,,,0.297997088229231,https://preschooler.sg/profile/1310/THE-SUNBIRD-CHILD-DEVELOPMENT-CENTRE-PTE-LTD,,720.0,720.0,720.0,,1000.0,960.0,960.0,1.0,"https___sunbird_com_sg_programmes_, https___sunbird_com_sg_news_events_, https___sunbird_com_sg_enroll__, https___sunbird_com_sg_news_events_open_house_16_sept_2023_, https___sunbird_com_sg_faqs_, https___sunbird_com_sg_news_events_teachers_day_appreciation_wall_2023_, https___sunbird_com_sg_about_us, https___sunbird_com_sg_, https___sunbird_com_sg_contact_us_, https___sunbird_com_sg_privacy_policy__, https___sunbird_com_sg_news_events_page_2_, https___sunbird_com_sg_privacy_policy_, https___sunbird_com_sg_news_events_6_tips_for_raising_confident_children_, https___sunbird_com_sg_about_us_, https___sunbird_com_sg_book_a_school_tour, https___sunbird_com_sg_news_events_5_soft_skills_your_preschooler_needs_, https___sunbird_com_sg_news_events_a_problem_child_a_child_or_a_problem_, https___sunbird_com_sg_book_a_school_tour__, https___sunbird_com_sg_news_events_little_league_games_open_house_, https___sunbird_com_sg__, https___sunbird_com_sg_news_events_healthy_nutrition_for_preschoolers_, https___sunbird_com_sg_news_events_open_house_1_july_2023_, https___sunbird_com_sg_faqs__, https___sunbird_com_sg_news_events_open_house_27_may_2023_, https___sunbird_com_sg_contact_us__, https___sunbird_com_sg_news_events__, https___sunbird_com_sg_about_us__, https___sunbird_com_sg_news_events_open_house_16_sept_2023__, https___sunbird_com_sg_enroll, https___sunbird_com_sg_programmes__","['bilingual_curriculum', 'early_years_development_framework', 'integrated_curriculum', 'thematic']",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"['aesthetics & creative expression', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'nature', 'social & emotional development', 'sports']",1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"['playgroup', 'nursery', 'kindergarten']",0.0,1.0,1.0,1.0,1.0,3
The Orange Academy (Yishun) Pte Ltd,0.6502247779317906,1.0,,,,,,,0.9519177423530714,0.199103139013453,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4089892812675109,3.923922123563578,15.996023986260418,48:40.1,"1.3494250695437504, 103.74952398597276",20,0,0,1000,0,0,0,0,0,2,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,7,15,7,15,,,7,15,7,15,,,,,1.4280919,103.8367061,13.055215149052534,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100.0,100.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"1 North Point Drive, South Wing, #02-186 Northpoint City, Singapore 768019 ","Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm",http://orangeacademy.com.sg/,"https://www.google.com/maps/place/The+Orange+Academy/@1.4280919,103.8367061,17z/data=!3m1!4b1!4m6!3m5!1s0x31da146f0fa2bf21:0xa713fc8a7a461ab3!8m2!3d1.4280919!4d103.8367061!16s%2Fg%2F11f7b43530?entry=ttu",2024-04-12 05:43:16.286836,"5, 5, 5",5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,,,,,,,https://preschooler.sg/profile/183/THE-ORANGE-ACADEMY-(YISHUN)-PTE-LTD,,937.0,937.0,937.0,,937.0,937.0,937.0,1.0,https___orangeacademy_com_sg_,"['bilingual_curriculum', 'early_years_development_framework', 'english_curriculum', 'integrated_curriculum', 'nurturing_early_learners_curriculum', 'thematic']",0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,"['aesthetics & creative expression', 'chinese', 'discovery of the word', 'english', 'language and literacy', 'math', 'music', 'project work', 'science', 'social & emotional development']",1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,"['playgroup', 'nursery', 'kindergarten']",0.0,1.0,1.0,1.0,1.0,3
The Little Skool-House International Pte Ltd (At-Thomson),0.5023547623777508,0.6666666666666666,,,,,,,0.1271220919480709,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3387095422552675,3.7307924936876447,14.338925685677694,48:40.1,"1.3494250695437504, 103.74952398597276",20,0,0,1000,0,0,0,0,0,2,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,7,15,7,15,,,7,15,7,15,,,,,1.3336854,103.8395166,10.155919403922075,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100.0,100.0,100.0,100.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"512 Thomson Rd, #05-00 MSF Building, Singapore 298136 ","Friday, 7am to 7pm, Saturday, Closed, Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm",https://bit.ly/LSH_MSF_Thomson_ScheduleAVisit,"https://www.google.com/maps/place/Little+Skool-House+MSF+Building/@1.3336854,103.8395166,17z/data=!3m1!4b1!4m6!3m5!1s0x31da175b57ffffff:0xc062bae153b5f84!8m2!3d1.3336854!4d103.8395166!16s%2Fg%2F1tg137n7?entry=ttu",2024-04-12 05:41:41.322517,"1, 5, 5",3.6666666666666665,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,,,,,,,https://preschooler.sg/profile/134/THE-LITTLE-SKOOL-HOUSE-INTERNATIONAL-PTE-LTD,,714.0,714.0,714.0,,1830.0,1830.0,1830.0,1.0,"https___bitly_com_pages_products_url_shortener, https___bitly_com_pages_products_2d_barcodes, https___bitly_com_pages_products_2d_barcode, https___bitly_com_a_sign_in, https___bitly_com_pages_resources, https___bitly_com_pages, https___bitly_com_pages_code_of_conduct, https___bitly_com__content, https___bitly_com_pages_products_link_in_bio, https___bitly_com_pages_press, https___bitly_com_pages_solutions_retail, https___bitly_com_pages_about, https___bitly_com_pages_terms_of_service, https___bitly_com_pages_cookies, https___bitly_com__, https___bitly_com_pages_products_analytics, https___bitly_com_pages_solutions_social_media, https___bitly_com_pages_solutions_consumer_packaged_goods, https___bitly_com_, https___bitly_com_pages_features_branded_links, https___bitly_com_pages_solutions_technology, https___bitly_com_pages_products_qr_codes, https___bitly_com_pages_features_mobile_links, https___bitly_com_pages_why_bitly_enterprise_class, https___bitly_com_pages_why_bitly_integrations_api, https___bitly_com_a_sign_up, https___bitly_com_pages_solutions_insurance, https___bitly_com_pages_careers, https___bitly_com__panel_short_link, https___bitly_com_pages_mobile_app, https___bitly_com__panel_lib, https___bitly_com__panel_qr_code, https___bitly_com_pages_solutions_healthcare, https___bitly_com_pages_privacy, https___bitly_com_pages_partners, https___bitly_com_pages_marketplace, https___bitly_com_pages_solutions_media, https___bitly_com_pages_trust, https___bitly_com_pages_browser_extension, https___bitly_com_pages_contact, https___bitly_com_pages_solutions_for_developers, https___bitly_com_pages_solutions_customer_service, https___bitly_com_pages_diversity_and_inclusion, https___bitly_com_pages_solutions_digital_marketing, https___bitly_com_blog_, https___bitly_com_pages_solutions_hospitality, https___bitly_com_pages_acceptable_use, https___bitly_com_pages_reviews, https___bitly_com_pages_landing_discover_enterprise, https___bitly_com_pages_pricing","['english_curriculum', 'integrated_curriculum', 'spark_certified_curriculum', 'thematic']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"['aesthetics & creative expression', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'nature', 'project work', 'science', 'social & emotional development']",1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,"['playgroup', 'nursery', 'kindergarten']",0.0,1.0,1.0,1.0,1.0,3
The Little Skool-House International Pte Ltd (At-Republic-Polytechnic),0.5730294670832599,1.0,,,,,,,0.1271220919480709,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3822787335835468,3.737408732004684,14.434917647638851,48:40.1,"1.3494250695437504, 103.74952398597276",20,0,0,1000,0,0,0,0,0,2,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,7,15,7,15,,,7,15,7,15,,,,,1.447235,103.7842752,11.541642330056142,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100.0,100.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"17 Woodlands Ave 9, #01-01 Republic Polytechnic, Singapore 738968 ","Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm, Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm",https://bit.ly/LSH_RepublicPolytechnic_ScheduleAVisit,"https://www.google.com/maps/place/Little+Skool-House+Republic+Polytechnic/@1.447235,103.7842752,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13063ed79a51:0xad5b413706b1943!8m2!3d1.447235!4d103.7842752!16s%2Fg%2F11hbq8qghl?entry=ttu",2024-04-12 05:40:23.201063,5,5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,,,,,,,https://preschooler.sg/profile/134/THE-LITTLE-SKOOL-HOUSE-INTERNATIONAL-PTE-LTD,,714.0,714.0,714.0,,1830.0,1830.0,1830.0,1.0,"https___bitly_com_pages_products_url_shortener, https___bitly_com_pages_products_2d_barcodes, https___bitly_com_pages_products_2d_barcode, https___bitly_com_a_sign_in, https___bitly_com_pages_resources, https___bitly_com_pages, https___bitly_com_pages_code_of_conduct, https___bitly_com__content, https___bitly_com_pages_products_link_in_bio, https___bitly_com_pages_press, https___bitly_com_pages_solutions_retail, https___bitly_com_pages_about, https___bitly_com_pages_terms_of_service, https___bitly_com_pages_cookies, https___bitly_com__, https___bitly_com_pages_products_analytics, https___bitly_com_pages_solutions_social_media, https___bitly_com_pages_solutions_consumer_packaged_goods, https___bitly_com_, https___bitly_com_pages_features_branded_links, https___bitly_com_pages_solutions_technology, https___bitly_com_pages_products_qr_codes, https___bitly_com_pages_features_mobile_links, https___bitly_com_pages_why_bitly_enterprise_class, https___bitly_com_pages_why_bitly_integrations_api, https___bitly_com_a_sign_up, https___bitly_com_pages_solutions_insurance, https___bitly_com_pages_careers, https___bitly_com__panel_short_link, https___bitly_com_pages_mobile_app, https___bitly_com__panel_lib, https___bitly_com__panel_qr_code, https___bitly_com_pages_solutions_healthcare, https___bitly_com_pages_privacy, https___bitly_com_pages_partners, https___bitly_com_pages_marketplace, https___bitly_com_pages_solutions_media, https___bitly_com_pages_trust, https___bitly_com_pages_browser_extension, https___bitly_com_pages_contact, https___bitly_com_pages_solutions_for_developers, https___bitly_com_pages_solutions_customer_service, https___bitly_com_pages_diversity_and_inclusion, https___bitly_com_pages_solutions_digital_marketing, https___bitly_com_blog_, https___bitly_com_pages_solutions_hospitality, https___bitly_com_pages_acceptable_use, https___bitly_com_pages_reviews, https___bitly_com_pages_landing_discover_enterprise, https___bitly_com_pages_pricing","['english_curriculum', 'integrated_curriculum', 'spark_certified_curriculum', 'thematic']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,"['aesthetics & creative expression', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'nature', 'project work', 'science', 'social & emotional development']",1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,"['playgroup', 'nursery', 'kindergarten']",0.0,1.0,1.0,1.0,1.0,3
